filename;Time / s;Input_power;Output_power;Losses;Efficency;Caps_losses;FL1_losses;HF1_losses;FL2_losses;HF2_losses;Bulkcap_losses;Inductor;EMI;GaN_total;GaN_switching;GaN_ohmic_total;GaN_ohmich_ON;GaN_Forward_conduction;GaN_Reverse_ON_conduction;GaN_Reverse_OFF_conduction;Si_total;Si_conduction;Si_switching;iTHD_percentage
3500;1,000000e+00;3,513357e+03;3,500786e+03;3,125254e+01;9,911047e+01;4,958806e+00;5,878791e-01;2,210827e-02;5,843778e-01;2,340697e-02;3,741033e+00;3,757159e+00;7,023948e-01;1,921426e+01;1,606112e+01;3,153136e+00;2,829424e+00;8,865556e-01;1,942869e+00;3,237119e-01;2,619916e+00;2,603100e+00;1,681538e-02;4,656809e+00
3550;1,000000e+00;3,563677e+03;3,550820e+03;3,176591e+01;9,910862e+01;5,078408e+00;6,045418e-01;2,251201e-02;6,011719e-01;2,526598e-02;3,824916e+00;3,817417e+00;7,195431e-01;1,945368e+01;1,621380e+01;3,239874e+00;2,910857e+00;9,121384e-01;1,998719e+00;3,290169e-01;2,696861e+00;2,680046e+00;1,681515e-02;4,591421e+00
3600;1,000000e+00;3,614001e+03;3,600855e+03;3,228156e+01;9,910676e+01;5,197207e+00;6,214278e-01;2,264542e-02;6,179750e-01;2,509179e-02;3,910066e+00;3,878201e+00;7,369216e-01;1,969435e+01;1,636654e+01;3,327810e+00;2,993473e+00;9,381028e-01;2,055370e+00;3,343374e-01;2,774882e+00;2,758067e+00;1,681490e-02;4,526374e+00
3650;1,000000e+00;3,664330e+03;3,650891e+03;3,280565e+01;9,910473e+01;5,320541e+00;6,385694e-01;2,362948e-02;6,350652e-01;2,558971e-02;3,997687e+00;3,940203e+00;7,546634e-01;1,993614e+01;1,651923e+01;3,416909e+00;3,077232e+00;9,644360e-01;2,112796e+00;3,396774e-01;2,854108e+00;2,837294e+00;1,681418e-02;4,482100e+00
3700;1,000000e+00;3,714665e+03;3,700927e+03;3,333354e+01;9,910265e+01;5,443396e+00;6,558235e-01;2,330478e-02;6,525899e-01;2,763510e-02;4,084043e+00;4,003237e+00;7,724755e-01;2,017987e+01;1,667266e+01;3,507203e+00;3,162166e+00;9,911445e-01;2,171022e+00;3,450368e-01;2,934559e+00;2,917746e+00;1,681345e-02;4,421293e+00
3750;1,000000e+00;3,765004e+03;3,750965e+03;3,385728e+01;9,910074e+01;5,560936e+00;6,731687e-01;2,083043e-02;6,702182e-01;2,894313e-02;4,167775e+00;4,066805e+00;7,903580e-01;2,042293e+01;1,682424e+01;3,598685e+00;3,248272e+00;1,018222e+00;2,230050e+00;3,504132e-01;3,016249e+00;2,999436e+00;1,681270e-02;4,342511e+00
3800;1,000000e+00;3,815348e+03;3,801004e+03;3,439851e+01;9,909842e+01;5,691265e+00;6,911570e-01;2,333225e-02;6,878304e-01;2,803943e-02;4,260905e+00;4,131639e+00;8,085980e-01;2,066779e+01;1,697637e+01;3,691412e+00;3,335605e+00;1,045704e+00;2,289901e+00;3,558066e-01;3,099225e+00;3,082413e+00;1,681193e-02;4,280174e+00
3850;1,000000e+00;3,865698e+03;3,851044e+03;3,493997e+01;9,909615e+01;5,817466e+00;7,091726e-01;2,295478e-02;7,058809e-01;2,863094e-02;4,350826e+00;4,197349e+00;8,273045e-01;2,091440e+01;1,712906e+01;3,785339e+00;3,424122e+00;1,073559e+00;2,350563e+00;3,612165e-01;3,183457e+00;3,166646e+00;1,681115e-02;4,248578e+00
3900;1,000000e+00;3,916052e+03;3,901085e+03;3,548944e+01;9,909374e+01;5,947153e+00;7,274633e-01;2,291865e-02;7,242600e-01;2,987869e-02;4,442632e+00;4,264222e+00;8,462858e-01;2,116282e+01;1,728234e+01;3,880478e+00;3,513837e+00;1,101796e+00;2,412041e+00;3,666415e-01;3,268963e+00;3,252153e+00;1,681034e-02;4,213693e+00
3950;1,000000e+00;3,966412e+03;3,951127e+03;3,604224e+01;9,909131e+01;6,076720e+00;7,459777e-01;2,260952e-02;7,427900e-01;3,034225e-02;4,535000e+00;4,331861e+00;8,654547e-01;2,141244e+01;1,743561e+01;3,976837e+00;3,604756e+00;1,130432e+00;2,474325e+00;3,720805e-01;3,355757e+00;3,338948e+00;1,680951e-02;4,160691e+00
4000;1,000000e+00;4,016777e+03;4,001170e+03;3,660534e+01;9,908869e+01;6,212504e+00;7,648242e-01;2,394371e-02;7,616145e-01;3,143148e-02;4,630690e+00;4,400703e+00;8,848874e-01;2,166345e+01;1,758909e+01;4,074358e+00;3,696824e+00;1,159421e+00;2,537403e+00;3,775340e-01;3,443792e+00;3,426983e+00;1,680866e-02;4,131068e+00
4050;1,000000e+00;4,067147e+03;4,051214e+03;3,717699e+01;9,908592e+01;6,352170e+00;7,839777e-01;2,610309e-02;7,806720e-01;3,239833e-02;4,729019e+00;4,470589e+00;9,046840e-01;2,191625e+01;1,774315e+01;4,173097e+00;3,790096e+00;1,188802e+00;2,601294e+00;3,830018e-01;3,533299e+00;3,516491e+00;1,680780e-02;4,095325e+00
4100;1,000000e+00;4,117522e+03;4,101260e+03;3,775399e+01;9,908309e+01;6,492284e+00;8,033473e-01;2,774031e-02;7,999270e-01;3,305652e-02;4,828212e+00;4,541440e+00;9,247413e-01;2,217157e+01;1,789851e+01;4,273059e+00;3,884575e+00;1,218567e+00;2,666008e+00;3,884838e-01;3,623952e+00;3,607145e+00;1,680690e-02;4,065240e+00
4150;1,000000e+00;4,167902e+03;4,151306e+03;3,833125e+01;9,908032e+01;6,629408e+00;8,228351e-01;2,795143e-02;8,193163e-01;3,297337e-02;4,926332e+00;4,612966e+00;9,449050e-01;2,242808e+01;1,805388e+01;4,374204e+00;3,980224e+00;1,248712e+00;2,731512e+00;3,939800e-01;3,715889e+00;3,699083e+00;1,680598e-02;4,028733e+00
4200;1,000000e+00;4,218287e+03;4,201354e+03;3,891559e+01;9,907746e+01;6,770853e+00;8,426433e-01;2,896644e-02;8,390304e-01;3,362879e-02;5,026584e+00;4,685580e+00;9,653373e-01;2,268468e+01;1,820813e+01;4,476553e+00;4,077063e+00;1,279231e+00;2,797832e+00;3,994901e-01;3,809132e+00;3,792327e+00;1,680504e-02;4,003896e+00
4250;1,000000e+00;4,268678e+03;4,251402e+03;3,950614e+01;9,907451e+01;6,914933e+00;8,627206e-01;3,020127e-02;8,590861e-01;3,511580e-02;5,127809e+00;4,759263e+00;9,859814e-01;2,294230e+01;1,836221e+01;4,580088e+00;4,175074e+00;1,310122e+00;2,864952e+00;4,050145e-01;3,903669e+00;3,886865e+00;1,680402e-02;3,984633e+00
4300;1,000000e+00;4,319074e+03;4,301452e+03;4,010097e+01;9,907154e+01;7,058975e+00;8,829566e-01;3,082228e-02;8,792292e-01;3,536060e-02;5,230606e+00;4,833685e+00;1,006949e+00;2,320185e+01;1,851703e+01;4,684821e+00;4,274267e+00;1,341387e+00;2,932880e+00;4,105537e-01;3,999507e+00;3,982704e+00;1,680289e-02;3,969007e+00
4350;1,000000e+00;4,369475e+03;4,351503e+03;4,069863e+01;9,906857e+01;7,202505e+00;9,033846e-01;3,080699e-02;8,995476e-01;3,498697e-02;5,333778e+00;4,908998e+00;1,028164e+00;2,346230e+01;1,867150e+01;4,790798e+00;4,374688e+00;1,373047e+00;3,001641e+00;4,161100e-01;4,096659e+00;4,079857e+00;1,680176e-02;3,930179e+00
4400;1,000000e+00;4,419881e+03;4,401555e+03;4,129997e+01;9,906559e+01;7,345280e+00;9,239740e-01;2,965289e-02;9,201129e-01;3,445669e-02;5,437084e+00;4,985190e+00;1,049510e+00;2,372484e+01;1,882684e+01;4,897998e+00;4,476315e+00;1,405106e+00;3,071209e+00;4,216835e-01;4,195154e+00;4,178353e+00;1,680026e-02;3,877678e+00
4450;1,000000e+00;4,470292e+03;4,451609e+03;4,191003e+01;9,906248e+01;7,491955e+00;9,448776e-01;2,944686e-02;9,409513e-01;3,421981e-02;5,542459e+00;5,062383e+00;1,071027e+00;2,398971e+01;1,898331e+01;5,006398e+00;4,579125e+00;1,437540e+00;3,141585e+00;4,272736e-01;4,294955e+00;4,278156e+00;1,679868e-02;3,825985e+00
4500;1,000000e+00;4,520709e+03;4,501663e+03;4,252296e+01;9,905937e+01;7,640837e+00;9,660269e-01;2,926394e-02;9,620564e-01;3,424231e-02;5,649247e+00;5,140619e+00;1,092824e+00;2,425256e+01;1,913655e+01;5,116012e+00;4,683133e+00;1,470361e+00;3,212772e+00;4,328790e-01;4,396125e+00;4,379327e+00;1,679747e-02;3,769746e+00
4550;1,000000e+00;4,571130e+03;4,551719e+03;4,314018e+01;9,905625e+01;7,788519e+00;9,873380e-01;2,824860e-02;9,832165e-01;3,225185e-02;5,757464e+00;5,219511e+00;1,114862e+00;2,451671e+01;1,928989e+01;5,226820e+00;4,788321e+00;1,503560e+00;3,284762e+00;4,384983e-01;4,500578e+00;4,483781e+00;1,679624e-02;3,729577e+00
4600;1,000000e+00;4,621558e+03;4,601776e+03;4,377454e+01;9,905282e+01;7,950644e+00;1,008994e+00;2,824495e-02;1,005796e+00;4,081159e-02;5,866797e+00;5,300490e+00;1,137535e+00;2,478134e+01;1,944246e+01;5,338879e+00;4,894748e+00;1,537159e+00;3,357589e+00;4,441306e-01;4,604534e+00;4,587740e+00;1,679465e-02;3,689095e+00
4650;1,000000e+00;4,671990e+03;4,651834e+03;4,440848e+01;9,904947e+01;8,108833e+00;1,030833e+00;2,736260e-02;1,028197e+00;4,513488e-02;5,977305e+00;5,382093e+00;1,160314e+00;2,504740e+01;1,959525e+01;5,452149e+00;5,002372e+00;1,571141e+00;3,431231e+00;4,497767e-01;4,709849e+00;4,693057e+00;1,679236e-02;3,645668e+00
4700;1,000000e+00;4,722428e+03;4,701893e+03;4,504992e+01;9,904604e+01;8,270072e+00;1,053004e+00;2,796689e-02;1,050732e+00;4,854048e-02;6,089829e+00;5,464499e+00;1,183430e+00;2,531535e+01;1,974872e+01;5,566633e+00;5,111195e+00;1,605511e+00;3,505684e+00;4,554380e-01;4,816563e+00;4,799773e+00;1,679077e-02;3,617438e+00
4750;1,000000e+00;4,772871e+03;4,751954e+03;4,568981e+01;9,904272e+01;8,426937e+00;1,075335e+00;2,706628e-02;1,073086e+00;4,892060e-02;6,202528e+00;5,547543e+00;1,206622e+00;2,558406e+01;1,990173e+01;5,682328e+00;5,221213e+00;1,640264e+00;3,580949e+00;4,611151e-01;4,924645e+00;4,907856e+00;1,678881e-02;3,579537e+00
4800;1,000000e+00;4,823319e+03;4,802016e+03;4,633369e+01;9,903938e+01;8,583966e+00;1,097871e+00;2,542572e-02;1,095649e+00;4,904284e-02;6,315978e+00;5,631482e+00;1,230000e+00;2,585413e+01;2,005489e+01;5,799233e+00;5,332424e+00;1,675395e+00;3,657029e+00;4,668085e-01;5,034113e+00;5,017325e+00;1,678714e-02;3,534588e+00
4850;1,000000e+00;4,873773e+03;4,852080e+03;4,699382e+01;9,903578e+01;8,752591e+00;1,120975e+00;2,891209e-02;1,118868e+00;5,266370e-02;6,431172e+00;5,716870e+00;1,253725e+00;2,612560e+01;2,020821e+01;5,917393e+00;5,444874e+00;1,710934e+00;3,733940e+00;4,725180e-01;5,145034e+00;5,128248e+00;1,678577e-02;3,493072e+00
4900;1,000000e+00;4,924232e+03;4,902144e+03;4,765247e+01;9,903229e+01;8,916902e+00;1,144100e+00;2,898934e-02;1,141997e+00;5,338306e-02;6,548433e+00;5,802827e+00;1,277783e+00;2,639760e+01;2,036084e+01;6,036759e+00;5,558515e+00;1,746855e+00;3,811660e+00;4,782441e-01;5,257357e+00;5,240572e+00;1,678439e-02;3,461737e+00
4950;1,000000e+00;4,974697e+03;4,952210e+03;4,831971e+01;9,902869e+01;9,085916e+00;1,167585e+00;3,092414e-02;1,165488e+00;5,514515e-02;6,666773e+00;5,889952e+00;1,302009e+00;2,667074e+01;2,051339e+01;6,157346e+00;5,673360e+00;1,783157e+00;3,890203e+00;4,839868e-01;5,371096e+00;5,354313e+00;1,678299e-02;3,426561e+00
5000;1,000000e+00;5,025166e+03;5,002277e+03;4,899161e+01;9,902507e+01;9,255480e+00;1,191261e+00;3,207531e-02;1,189143e+00;5,626140e-02;6,786740e+00;5,977910e+00;1,326497e+00;2,694551e+01;2,066637e+01;6,279138e+00;5,789393e+00;1,819839e+00;3,969554e+00;4,897455e-01;5,486213e+00;5,469431e+00;1,678152e-02;3,393733e+00
5050;1,000000e+00;5,075642e+03;5,052346e+03;4,966781e+01;9,902145e+01;9,424950e+00;1,215214e+00;3,366480e-02;1,213173e+00;5,852028e-02;6,904378e+00;6,066881e+00;1,351211e+00;2,722137e+01;2,081919e+01;6,402175e+00;5,906654e+00;1,856919e+00;4,049735e+00;4,955208e-01;5,603404e+00;5,586624e+00;1,677998e-02;3,354639e+00
