"Time / s","GaNFET1_Junction","GaNFET2_Junction","GaNFET3_Junction","GaNFET4_Junction","GaNFET5_Junction","GaNFET6_Junction","GaNFET_Package_temp","MOSFET7_Junction","MOSFET8_Junction","MOSFET7_Package_temp","MOSFET8_Package_temp"
1.000000e+00,6.852355e+01,6.853662e+01,6.855950e+01,6.853521e+01,6.850635e+01,6.849722e+01,5.868682e+01,5.187023e+01,5.207123e+01,4.176674e+01,4.189270e+01
