"Time / s","GaNFET1_Junction","GaNFET2_Junction","GaNFET3_Junction","GaNFET4_Junction","GaNFET5_Junction","GaNFET6_Junction","GaNFET_Package_temp","MOSFET7_Junction","MOSFET8_Junction","MOSFET7_Package_temp","MOSFET8_Package_temp"
1.000000e+00,6.760421e+01,6.760180e+01,6.762096e+01,6.759548e+01,6.757391e+01,6.757707e+01,5.796684e+01,4.613502e+01,4.636652e+01,3.825712e+01,3.840247e+01
