vds;ids;eon;eoff;vdsreal;idsreal;rdson;;
-69,1831;79,4328;0,0000170994;0,000730796;0,938124;78,3557;0,0119726;;
-69,1831;100;0,0000257218;0,000970837;1,01632;98,531;0,0103147;;
-69,1831;125,893;0,0000399694;0,00133506;1,11068;123,871;0,00896642;;
-69,1831;158,489;0,0000537719;0,00187232;1,22532;155,682;0,00787063;;
-69,1831;199,526;0,0000777481;0,00259387;1,36531;195,589;0,0069805;;
-69,1831;251,189;0,000100981;0,00363697;1,53697;245,608;0,0062578;;
-69,1831;316,228;0,000139917;0,00518033;1,74811;308,237;0,00567131;;
-69,1831;398,107;0,000180407;0,00739586;2,00835;386,55;0,00519558;;
-69,1831;500;0,000217917;0,0106502;2,32581;483,191;0,00481345;;
-63,0957;0,1;0,0000000010624;0,000000243052;0,24937;0,0996048;2,5036;;
-63,0957;0,125893;0,00000000297292;0,00000032425;0,264531;0,125365;2,11009;;
-63,0957;0,158489;0,00000000240023;0,000000430392;0,279819;0,157786;1,7734;;
-63,0957;0,199526;0,00000000297134;0,00000057615;0,29499;0,198593;1,4854;;
-63,0957;0,251189;0,00000000387413;0,000000769819;0,310516;0,249952;1,2423;;
-63,0957;0,316228;0,000000266782;0,00000101569;0,325823;0,314595;1,03569;;
-63,0957;0,398107;0,000000175001;0,00000134558;0,341355;0,395953;0,862109;;
-63,0957;0,501187;0,0000000202391;0,00000177871;0,357517;0,498347;0,717405;;
-63,0957;0,630957;0,00000000690673;0,00000233997;0,372153;0,627236;0,593323;;
-63,0957;0,794328;0,0000000109585;0,00000307718;0,388219;0,789441;0,491764;;
-63,0957;1;0,0000000158451;0,00000402653;0,405324;0,993576;0,407944;;
-63,0957;1,25893;0,0000000230679;0,00000525383;0,421015;1,25053;0,336671;;
-63,0957;1,58489;0,000000262897;0,00000684029;0,435953;1,57394;0,276981;;
-63,0957;1,99526;0,0000000189297;0,00000911622;0,453463;1,98092;0,228915;;
-63,0957;2,51189;0,0000000486881;0,0000117626;0,471674;2,49311;0,189191;;
-63,0957;3,16228;0,000000102238;0,0000154298;0,488802;3,13778;0,15578;;
-63,0957;3,98107;0,000000155624;0,000019997;0,506251;3,94913;0,128193;;
-63,0957;5,01187;0,000000123434;0,0000258737;0,524567;4,9702;0,105542;;
-63,0957;6,30957;0,000000182003;0,0000336553;0,543987;6,25517;0,0869659;;
-63,0957;7,94328;0,000000264676;0,0000442124;0,564759;7,87218;0,0717411;;
-63,0957;10;0,000000386423;0,0000575677;0,586552;9,90704;0,0592056;;
-63,0957;12,5893;0,000000587198;0,0000757704;0,610026;12,4675;0,0489292;;
-63,0957;15,8489;0,0000008369;0,0000992332;0,635522;15,6893;0,0405067;;
-63,0957;19,9526;0,00000162661;0,000129064;0,663601;19,7428;0,0336124;;
-63,0957;25,1189;0,00000209671;0,000171766;0,694899;24,8422;0,0279725;;
-63,0957;31,6228;0,00000325087;0,000226833;0,730237;31,2568;0,0233625;;
-63,0957;39,8107;0,00000482364;0,000302857;0,770667;39,3245;0,0195976;;
-63,0957;50,1187;0,0000075229;0,000401185;0,817526;49,4693;0,0165259;;
-63,0957;63,0957;0,0000113835;0,000538747;0,872505;62,2232;0,0140222;;
-63,0957;79,4328;0,0000176793;0,000727978;0,937714;78,2523;0,0119832;;
-63,0957;100;0,0000267832;0,000985267;1,01578;98,3901;0,010324;;
-63,0957;125,893;0,0000405562;0,00133588;1,10997;123,678;0,00897472;;
-63,0957;158,489;0,0000519797;0,0018592;1,22436;155,414;0,00787808;;
-63,0957;199,526;0,0000860982;0,00259144;1,364;195,213;0,00698726;;
-63,0957;251,189;0,000096065;0,00358321;1,53516;245,077;0,00626399;;
-63,0957;316,228;0,000133008;0,00515491;1,74557;307,479;0,00567704;;
-63,0957;398,107;0,000155287;0,00742538;2,00474;385,458;0,00520094;;
-63,0957;500;0,000200839;0,0106642;2,32065;481,61;0,00481851;;
-57,544;0,1;0,0000000135394;0,000000246718;0,249347;0,0995667;2,50432;;
-57,544;0,125893;0,0000000437757;0,000000323435;0,264504;0,125314;2,11073;;
-57,544;0,158489;0,0000000347072;0,000000430526;0,279794;0,157719;1,77401;;
-57,544;0,199526;0,00000000320229;0,00000057523;0,294954;0,198504;1,48589;;
-57,544;0,251189;0,00000000541728;0,000000769198;0,310489;0,249833;1,24278;;
-57,544;0,316228;0,000000253346;0,00000101492;0,325784;0,314437;1,03609;;
-57,544;0,398107;0,000000112321;0,00000134429;0,341313;0,395746;0,862456;;
-57,544;0,501187;0,000000149432;0,00000175161;0,357583;0,498073;0,717932;;
-57,544;0,630957;0,0000000160068;0,00000233645;0,372179;0,626876;0,593703;;
-57,544;0,794328;0,00000000464992;0,00000307055;0,388202;0,78897;0,492037;;
-57,544;1;0,00000000970815;0,00000402171;0,405229;0,992958;0,408103;;
-57,544;1,25893;0,0000000228635;0,00000524231;0,421307;1,24971;0,337125;;
-57,544;1,58489;0,000000031929;0,00000681428;0,435833;1,57289;0,277091;;
-57,544;1,99526;0,0000000322823;0,00000897603;0,453802;1,97953;0,229248;;
-57,544;2,51189;0,0000000677902;0,000011666;0,471469;2,49131;0,189246;;
-57,544;3,16228;0,0000000325888;0,0000153669;0,488713;3,13542;0,155868;;
-57,544;3,98107;0,000000152;0,0000199844;0,506303;3,94604;0,128307;;
-57,544;5,01187;0,00000012028;0,0000260892;0,524653;4,96618;0,105645;;
-57,544;6,30957;0,00000017637;0,0000336847;0,544074;6,24992;0,087053;;
-57,544;7,94328;0,000000252721;0,0000441208;0,564686;7,86533;0,0717943;;
-57,544;10;0,000000383844;0,0000576462;0,586477;9,89808;0,0592516;;
-57,544;12,5893;0,000000568887;0,0000754905;0,609916;12,4558;0,0489664;;
-57,544;15,8489;0,000000902794;0,0000991273;0,63541;15,6739;0,0405393;;
-57,544;19,9526;0,00000151987;0,000130917;0,663469;19,7226;0,0336401;;
-57,544;25,1189;0,00000212533;0,000171763;0,694744;24,8156;0,0279963;;
-57,544;31,6228;0,00000325313;0,000227569;0,730052;31,2216;0,0233829;;
-57,544;39,8107;0,00000474892;0,000300398;0,770442;39,2777;0,0196153;;
-57,544;50,1187;0,00000741117;0,000397241;0,817248;49,4069;0,0165412;;
-57,544;63,0957;0,0000115229;0,000531271;0,872154;62,1394;0,0140354;;
-57,544;79,4328;0,0000168545;0,000723545;0,937264;78,139;0,0119948;;
-57,544;100;0,0000249423;0,000980522;1,01519;98,2358;0,0103343;;
-57,544;125,893;0,0000333464;0,00134034;1,1092;123,466;0,00898384;;
-57,544;158,489;0,000049645;0,00185388;1,22332;155,12;0,00788627;;
-57,544;199,526;0,0000680325;0,00258786;1,36258;194,802;0,00699469;;
-57,544;251,189;0,000111413;0,0036356;1,53318;244,496;0,00627079;;
-57,544;316,228;0,000120952;0,00509216;1,7428;306,65;0,00568333;;
-57,544;398,107;0,00014623;0,00730731;2,0008;384,265;0,00520683;;
-57,544;500;0,000177351;0,0105413;2,315;479,885;0,00482408;;
-52,4807;0,1;6,726E-10;0,000000243928;0,249322;0,0995249;2,50512;;
-52,4807;0,125893;0,0000000449051;0,000000322063;0,264475;0,125258;2,11144;;
-52,4807;0,158489;0,00000000318857;0,000000432385;0,279767;0,157644;1,77467;;
-52,4807;0,199526;0,00000000384305;0,000000576495;0,294915;0,198405;1,48643;;
-52,4807;0,251189;0,000000115144;0,000000768306;0,310459;0,249703;1,24331;;
-52,4807;0,316228;0,000000261194;0,00000101379;0,325742;0,314265;1,03652;;
-52,4807;0,398107;0,00000000689914;0,00000134313;0,341268;0,395518;0,862837;;
-52,4807;0,501187;0,00000000476659;0,00000175227;0,357661;0,497772;0,718524;;
-52,4807;0,630957;0,00000000300029;0,00000233216;0,372225;0,626482;0,594151;;
-52,4807;0,794328;0,0000000056867;0,00000305843;0,388191;0,788453;0,492345;;
-52,4807;1;0,0000000159399;0,00000403198;0,405121;0,992281;0,408273;;
-52,4807;1,25893;0,00000034587;0,00000522748;0,421356;1,24882;0,337404;;
-52,4807;1,58489;0,0000000340029;0,00000679705;0,435922;1,57173;0,277352;;
-52,4807;1,99526;0,0000000444465;0,00000896463;0,453846;1,97801;0,229446;;
-52,4807;2,51189;0,00000000808021;0,0000116561;0,471246;2,48933;0,189306;;
-52,4807;3,16228;0,0000000296431;0,0000150867;0,488637;3,13283;0,155973;;
-52,4807;3,98107;0,0000000419134;0,0000199372;0,506289;3,94267;0,128413;;
-52,4807;5,01187;0,000000122682;0,00002565;0,524859;4,96175;0,105781;;
-52,4807;6,30957;0,000000178593;0,0000338049;0,544143;6,24415;0,0871444;;
-52,4807;7,94328;0,000000255201;0,0000440205;0,564598;7,85783;0,0718517;;
-52,4807;10;0,000000372679;0,000056897;0,586394;9,88826;0,059302;;
-52,4807;12,5893;0,000000573019;0,000074957;0,60981;12,443;0,0490084;;
-52,4807;15,8489;0,00000114016;0,0000991447;0,635285;15,6571;0,0405749;;
-52,4807;19,9526;0,00000136332;0,000128665;0,663325;19,7004;0,0336706;;
-52,4807;25,1189;0,00000213741;0,000171323;0,694574;24,7864;0,0280224;;
-52,4807;31,6228;0,00000324593;0,000226148;0,72985;31,183;0,0234054;;
-52,4807;39,8107;0,00000495442;0,000300497;0,770196;39,2265;0,0196346;;
-52,4807;50,1187;0,00000734646;0,000402242;0,816943;49,3386;0,0165579;;
-52,4807;63,0957;0,0000109739;0,000535119;0,87177;62,0476;0,01405;;
-52,4807;79,4328;0,0000174147;0,000713866;0,936772;78,015;0,0120076;;
-52,4807;100;0,0000230428;0,000982973;1,01455;98,0668;0,0103455;;
-52,4807;125,893;0,0000330653;0,00132438;1,10835;123,234;0,00899386;;
-52,4807;158,489;0,0000555894;0,00185046;1,22218;154,798;0,00789527;;
-52,4807;199,526;0,0000760073;0,00256178;1,36102;194,352;0,00700285;;
-52,4807;251,189;0,000103922;0,00362393;1,53102;243,861;0,00627827;;
-52,4807;316,228;0,000109708;0,00510008;1,73976;305,745;0,00569025;;
-52,4807;398,107;0,000138104;0,00724309;1,9965;382,962;0,0052133;;
-52,4807;500;0,000162867;0,0105036;2,30885;478,003;0,0048302;;
-47,863;0,1;0,0000000113986;0,000000246322;0,249295;0,0994791;2,506;;
-47,863;0,125893;0,0000000317408;0,000000323615;0,264444;0,125197;2,11222;;
-47,863;0,158489;0,00000000336411;0,000000431684;0,279737;0,157563;1,77539;;
-47,863;0,199526;0,00000000299514;0,000000574567;0,294871;0,198297;1,48702;;
-47,863;0,251189;0,000000102231;0,00000076756;0,310425;0,24956;1,24389;;
-47,863;0,316228;0,0000000015512;0,00000101295;0,325696;0,314076;1,037;;
-47,863;0,398107;0,00000000549408;0,00000134199;0,341218;0,395269;0,863255;;
-47,863;0,501187;0,000000476547;0,00000175353;0,357593;0,497443;0,718862;;
-47,863;0,630957;0,000000766828;0,00000232729;0,372297;0,62605;0,594676;;
-47,863;0,794328;0,0000000108134;0,00000305423;0,388186;0,787886;0,492694;;
-47,863;1;0,0000000106789;0,00000400654;0,404997;0,991538;0,408453;;
-47,863;1,25893;0,0000000230266;0,00000523222;0,421395;1,24784;0,337699;;
-47,863;1,58489;0,0000000206617;0,00000688036;0,436125;1,57045;0,277706;;
-47,863;1,99526;0,0000000328531;0,00000891993;0,45384;1,97634;0,229636;;
-47,863;2,51189;0,000000181968;0,0000116118;0,471022;2,48717;0,189381;;
-47,863;3,16228;0,0000000606324;0,0000151135;0,488338;3,13001;0,156018;;
-47,863;3,98107;0,0000000447583;0,0000196346;0,506214;3,93897;0,128514;;
-47,863;5,01187;0,000000136431;0,0000255607;0,524639;4,95694;0,105839;;
-47,863;6,30957;0,000000169371;0,0000337854;0,543997;6,23786;0,0872089;;
-47,863;7,94328;0,00000107982;0,0000439983;0,564509;7,8496;0,0719156;;
-47,863;10;0,000000374997;0,0000569065;0,586272;9,87751;0,0593543;;
-47,863;12,5893;0,000000336103;0,0000756336;0,609688;12,4289;0,0490541;;
-47,863;15,8489;0,000000836024;0,0000992662;0,635148;15,6386;0,0406141;;
-47,863;19,9526;0,00000137924;0,000130358;0,663167;19,6762;0,033704;;
-47,863;25,1189;0,00000213915;0,00017158;0,694388;24,7544;0,0280511;;
-47,863;31,6228;0,00000323772;0,000226381;0,729627;31,1407;0,02343;;
-47,863;39,8107;0,00000457834;0,000299887;0,769925;39,1703;0,0196558;;
-47,863;50,1187;0,00000747802;0,000394958;0,816609;49,2636;0,0165763;;
-47,863;63,0957;0,0000113557;0,000534034;0,871349;61,9471;0,014066;;
-47,863;79,4328;0,000017379;0,000720283;0,936232;77,8791;0,0120216;;
-47,863;100;0,0000255059;0,00097198;1,01385;97,8818;0,0103579;;
-47,863;125,893;0,000037519;0,00133525;1,10742;122,98;0,00900487;;
-47,863;158,489;0,0000457865;0,00184691;1,22092;154,446;0,00790516;;
-47,863;199,526;0,0000577166;0,00256672;1,35931;193,86;0,00701181;;
-47,863;251,189;0,0000794541;0,0035913;1,52866;243,166;0,00628648;;
-47,863;316,228;0,0000952147;0,00507492;1,73645;304,755;0,00569786;;
-47,863;398,107;0,000126956;0,00726047;1,9918;381,54;0,00522041;;
-47,863;500;0,000147021;0,010446;2,30214;475,951;0,00483692;;
-43,6516;0,1;0,0000000295641;0,000000240822;0,249266;0,099429;2,50697;;
-43,6516;0,125893;0,00000000194773;0,000000327956;0,264409;0,12513;2,11307;;
-43,6516;0,158489;0,00000000301063;0,000000431922;0,279703;0,157474;1,77619;;
-43,6516;0,199526;0,0000000317138;0,000000573911;0,294824;0,198179;1,48767;;
-43,6516;0,251189;0,000000155928;0,000000766726;0,310387;0,249403;1,24452;;
-43,6516;0,316228;0,000000131333;0,00000101172;0,325646;0,313869;1,03752;;
-43,6516;0,398107;0,000000172828;0,00000134025;0,341163;0,394996;0,863714;;
-43,6516;0,501187;0,00000000522395;0,0000017519;0,357458;0,497083;0,71911;;
-43,6516;0,630957;0,00000000283398;0,00000232206;0,372395;0,625575;0,595285;;
-43,6516;0,794328;0,00000000140728;0,00000304901;0,388189;0,787264;0,493085;;
-43,6516;1;0,000000010045;0,00000399921;0,404857;0,990725;0,408647;;
-43,6516;1,25893;0,0000000230971;0,00000520615;0,421419;1,24677;0,338008;;
-43,6516;1,58489;0,0000000659633;0,00000687318;0,436295;1,56905;0,278063;;
-43,6516;1,99526;0,00000000932385;0,00000894195;0,453787;1,97452;0,229821;;
-43,6516;2,51189;0,0000000406224;0,0000116098;0,470811;2,48479;0,189477;;
-43,6516;3,16228;0,000000184593;0,0000151308;0,488113;3,12692;0,1561;;
-43,6516;3,98107;0,000000247927;0,0000196903;0,506008;3,93492;0,128594;;
-43,6516;5,01187;0,000000162946;0,0000258582;0,524525;4,95165;0,105929;;
-43,6516;6,30957;0,000000171393;0,0000337085;0,543959;6,23095;0,0872995;;
-43,6516;7,94328;0,000000254405;0,0000434323;0,564388;7,84058;0,0719829;;
-43,6516;10;0,000000838073;0,0000575248;0,58616;9,86572;0,0594138;;
-43,6516;12,5893;0,000000582448;0,0000749067;0,609557;12,4135;0,0491046;;
-43,6516;15,8489;0,0000010027;0,0000983363;0,634997;15,6184;0,0406571;;
-43,6516;19,9526;0,00000142802;0,000128972;0,662993;19,6496;0,0337408;;
-43,6516;25,1189;0,0000021548;0,000171102;0,694184;24,7194;0,0280826;;
-43,6516;31,6228;0,00000323023;0,000225848;0,729384;31,0944;0,0234571;;
-43,6516;39,8107;0,00000469345;0,000298934;0,769629;39,1088;0,0196792;;
-43,6516;50,1187;0,0000074417;0,000397621;0,816242;49,1816;0,0165965;;
-43,6516;63,0957;0,0000103869;0,00053227;0,870887;61,8369;0,0140836;;
-43,6516;79,4328;0,00001523;0,000717991;0,935641;77,7302;0,012037;;
-43,6516;100;0,0000248828;0,000967778;1,01308;97,6792;0,0103715;;
-43,6516;125,893;0,0000361767;0,00133293;1,1064;122,702;0,00901697;;
-43,6516;158,489;0,0000515007;0,00183881;1,21955;154,061;0,00791602;;
-43,6516;199,526;0,0000699389;0,00254538;1,35744;193,322;0,00702167;;
-43,6516;251,189;0,0000909625;0,00357153;1,52608;242,407;0,00629551;;
-43,6516;316,228;0,0000887382;0,00505313;1,73283;303,674;0,00570622;;
-43,6516;398,107;0,000110417;0,00716306;1,98667;379,989;0,00522823;;
-43,6516;500;0,000131255;0,0104018;2,29482;473,714;0,00484431;;
-39,8107;0,1;0,0000000224898;0,000000245171;0,249235;0,099374;2,50805;;
-39,8107;0,125893;0,00000000309018;0,000000323656;0,26437;0,125057;2,114;;
-39,8107;0,158489;0,0000000032282;0,000000427549;0,279665;0,157376;1,77705;;
-39,8107;0,199526;0,00000000319243;0,000000574864;0,294772;0,198049;1,48838;;
-39,8107;0,251189;7,63779E-10;0,000000765836;0,310345;0,24923;1,24521;;
-39,8107;0,316228;0,00000000767978;0,00000101059;0,325591;0,313641;1,0381;;
-39,8107;0,398107;0,000000163602;0,00000133871;0,341103;0,394696;0,864217;;
-39,8107;0,501187;0,0000000151968;0,0000017542;0,357294;0,496689;0,719351;;
-39,8107;0,630957;0,00000000277786;0,0000023165;0,372513;0,625053;0,595969;;
-39,8107;0,794328;0,00000000733423;0,00000304336;0,388197;0,786583;0,493523;;
-39,8107;1;0,0000000159507;0,00000399181;0,404704;0,989834;0,40886;;
-39,8107;1,25893;0,0000000143117;0,00000517927;0,421419;1,2456;0,338326;;
-39,8107;1,58489;0,0000000203105;0,00000683963;0,436423;1,56752;0,278416;;
-39,8107;1,99526;0,0000000204835;0,00000888851;0,453696;1,97252;0,230008;;
-39,8107;2,51189;0,000000385643;0,0000115994;0,470624;2,48219;0,1896;;
-39,8107;3,16228;0,000000341735;0,0000151272;0,487946;3,12352;0,156217;;
-39,8107;3,98107;0,0000000447212;0,0000197011;0,50586;3,93049;0,128702;;
-39,8107;5,01187;0,000000287235;0,00002577;0,524423;4,94585;0,106033;;
-39,8107;6,30957;0,0000000919952;0,0000332206;0,543815;6,22338;0,0873825;;
-39,8107;7,94328;0,000000981303;0,0000437173;0,564279;7,83069;0,0720599;;
-39,8107;10;0,000000518584;0,0000575817;0,586032;9,8528;0,0594787;;
-39,8107;12,5893;0,000000533612;0,0000756811;0,609413;12,3965;0,0491599;;
-39,8107;15,8489;0,00000091768;0,0000982544;0,634833;15,5962;0,0407043;;
-39,8107;19,9526;0,00000144543;0,00012939;0,662802;19,6204;0,0337812;;
-39,8107;25,1189;0,00000215622;0,000170712;0,69396;24,681;0,0281172;;
-39,8107;31,6228;0,00000322431;0,000222599;0,729117;31,0436;0,0234868;;
-39,8107;39,8107;0,0000044941;0,000299186;0,769304;39,0414;0,0197048;;
-39,8107;50,1187;0,00000706392;0,000399118;0,81584;49,0916;0,0166187;;
-39,8107;63,0957;0,0000110512;0,000528122;0,870382;61,7163;0,014103;;
-39,8107;79,4328;0,000015048;0,000706852;0,934993;77,5673;0,012054;;
-39,8107;100;0,0000212674;0,000972545;1,01224;97,4574;0,0103864;;
-39,8107;125,893;0,00002847;0,00132164;1,10528;122,397;0,00903027;;
-39,8107;158,489;0,0000481832;0,00182014;1,21805;153,64;0,00792797;;
-39,8107;199,526;0,0000496835;0,00253302;1,3554;192,733;0,0070325;;
-39,8107;251,189;0,000061623;0,00355202;1,52325;241,578;0,00630544;;
-39,8107;316,228;0,0000785644;0,004989;1,72888;302,495;0,00571541;;
-39,8107;398,107;0,000126555;0,00720053;1,98107;378,296;0,00523682;;
-39,8107;500;0,000102061;0,010256;2,28685;471,278;0,00485244;;
-36,3078;0,1;0,00000000819885;0,000000242359;0,249202;0,0993136;2,50924;;
-36,3078;0,125893;0,0000000263676;0,000000323046;0,264316;0,124976;2,11494;;
-36,3078;0,158489;6,42139E-10;0,000000427214;0,279623;0,157269;1,77799;;
-36,3078;0,199526;0,00000000411233;0,000000572599;0,294715;0,197907;1,48916;;
-36,3078;0,251189;0,00000000116937;0,000000764731;0,310298;0,249042;1,24597;;
-36,3078;0,316228;0,000000239081;0,00000100916;0,325532;0,313393;1,03873;;
-36,3078;0,398107;0,00000000447221;0,0000013369;0,341037;0,394368;0,864769;;
-36,3078;0,501187;0,000000203559;0,00000175459;0,357099;0,496258;0,719583;;
-36,3078;0,630957;0,000000222859;0,00000231016;0,372665;0,624481;0,59676;;
-36,3078;0,794328;0,00000000837149;0,00000303727;0,38821;0,785835;0,49401;;
-36,3078;1;0,00000000989785;0,00000398311;0,40454;0,988858;0,409098;;
-36,3078;1,25893;0,00000000983465;0,0000051621;0,421387;1,24431;0,33865;;
-36,3078;1,58489;0,000000577694;0,00000679747;0,436953;1,56582;0,279057;;
-36,3078;1,99526;0,0000000315654;0,000008872;0,453577;1,97034;0,230203;;
-36,3078;2,51189;0,0000000408165;0,0000115839;0,470463;2,47934;0,189753;;
-36,3078;3,16228;0,0000000940346;0,0000151137;0,487817;3,11979;0,156362;;
-36,3078;3,98107;0,0000000828461;0,000019664;0,505734;3,92562;0,128829;;
-36,3078;5,01187;0,000000227058;0,0000256599;0,524314;4,9395;0,106147;;
-36,3078;6,30957;0,00000017169;0,0000335015;0,543722;6,21509;0,0874842;;
-36,3078;7,94328;0,000000076222;0,0000434726;0,564151;7,81986;0,0721434;;
-36,3078;10;0,000000427639;0,0000575902;0,585891;9,83863;0,05955;;
-36,3078;12,5893;0,000000693501;0,0000754387;0,609254;12,378;0,0492207;;
-36,3078;15,8489;0,000000951126;0,0000979232;0,634652;15,5719;0,0407563;;
-36,3078;19,9526;0,00000145176;0,000129743;0,662593;19,5885;0,0338256;;
-36,3078;25,1189;0,00000214875;0,00016986;0,693715;24,6389;0,0281552;;
-36,3078;31,6228;0,00000317726;0,000224709;0,728824;30,988;0,0235195;;
-36,3078;39,8107;0,00000482988;0,000295848;0,768948;38,9676;0,019733;;
-36,3078;50,1187;0,00000676443;0,000397411;0,8154;48,9932;0,0166431;;
-36,3078;63,0957;0,00000972565;0,000529751;0,869828;61,5841;0,0141242;;
-36,3078;79,4328;0,0000162966;0,000704501;0,934283;77,3888;0,0120726;;
-36,3078;100;0,0000207972;0,000954144;1,01131;97,2146;0,0104029;;
-36,3078;125,893;0,000033769;0,00130468;1,10406;122,064;0,0090449;;
-36,3078;158,489;0,0000461135;0,00181592;1,21641;153,179;0,0079411;;
-36,3078;199,526;0,000059263;0,00251425;1,35316;192,09;0,00704441;;
-36,3078;251,189;0,000075036;0,00354155;1,52017;240,672;0,00631635;;
-36,3078;316,228;0,0000679458;0,00499569;1,72457;301,207;0,00572551;;
-36,3078;398,107;0,0000841347;0,00709692;1,97497;376,452;0,00524628;;
-36,3078;500;0,0000926167;0,0102256;2,27817;468,627;0,00486137;;
-33,1131;0,1;0,00000000244362;0,000000240809;0,249149;0,0992476;2,51038;;
-33,1131;0,125893;0,000000030072;0,000000323746;0,264268;0,124888;2,11605;;
-33,1131;0,158489;0,0000000475447;0,000000429565;0,279576;0,157151;1,77902;;
-33,1131;0,199526;0,0000000323833;0,000000573612;0,294652;0,197751;1,49002;;
-33,1131;0,251189;0,000000170267;0,000000763608;0,310246;0,248835;1,24679;;
-33,1131;0,316228;0,00000000207856;0,00000100761;0,325467;0,31312;1,03943;;
-33,1131;0,398107;0,0000000126909;0,00000133506;0,340965;0,394008;0,865377;;
-33,1131;0,501187;0,000000405637;0,00000175389;0,35687;0,495786;0,719808;;
-33,1131;0,630957;0,0000000495329;0,00000230287;0,372858;0,623853;0,597669;;
-33,1131;0,794328;0,000000318262;0,00000303076;0,388226;0,785015;0,494546;;
-33,1131;1;0,00000000969899;0,00000397415;0,404369;0,987788;0,409368;;
-33,1131;1,25893;0,0000000226146;0,00000514726;0,421138;1,24291;0,338831;;
-33,1131;1,58489;0,0000000190105;0,00000677939;0,436889;1,56398;0,279344;;
-33,1131;1,99526;0,0000000292;0,00000885316;0,453442;1,96794;0,230415;;
-33,1131;2,51189;0,000000106956;0,0000115614;0,470326;2,47621;0,189938;;
-33,1131;3,16228;0,0000000543911;0,0000150903;0,487706;3,1157;0,156532;;
-33,1131;3,98107;0,0000000852324;0,0000196021;0,505628;3,92028;0,128977;;
-33,1131;5,01187;0,000000176666;0,0000255561;0,524198;4,93253;0,106274;;
-33,1131;6,30957;0,000000436876;0,0000332732;0,543589;6,20599;0,0875909;;
-33,1131;7,94328;0,0000000165202;0,0000437316;0,564016;7,80798;0,0722357;;
-33,1131;10;0,000000431671;0,0000574112;0,585736;9,82311;0,0596284;;
-33,1131;12,5893;0,000000559179;0,0000750695;0,60908;12,3577;0,0492876;;
-33,1131;15,8489;0,000000893923;0,0000972864;0,634454;15,5453;0,0408133;;
-33,1131;19,9526;0,00000138295;0,000128341;0,662364;19,5535;0,0338745;;
-33,1131;25,1189;0,00000211583;0,000169733;0,693446;24,5928;0,0281971;;
-33,1131;31,6228;0,00000318566;0,000224383;0,728502;30,9271;0,0235555;;
-33,1131;39,8107;0,00000458308;0,000295641;0,768558;38,8867;0,019764;;
-33,1131;50,1187;0,00000658475;0,000393847;0,814918;48,8853;0,01667;;
-33,1131;63,0957;0,0000107841;0,000528834;0,86922;61,4395;0,0141476;;
-33,1131;79,4328;0,0000142006;0,000708932;0,933506;77,1935;0,0120931;;
-33,1131;100;0,0000229155;0,000965565;1,0103;96,9489;0,0104209;;
-33,1131;125,893;0,0000257769;0,00131642;1,10272;121,7;0,00906098;;
-33,1131;158,489;0,0000436102;0,00180774;1,21462;152,676;0,00795555;;
-33,1131;199,526;0,000057208;0,00247473;1,35072;191,387;0,00705752;;
-33,1131;251,189;0,0000553325;0,00351632;1,5168;239,683;0,00632836;;
-33,1131;316,228;0,0000599422;0,00492567;1,71986;299,803;0,00573663;;
-33,1131;398,107;0,0000720256;0,00702447;1,96832;374,443;0,00525668;;
-33,1131;500;0,0000834594;0,0100209;2,26873;465,743;0,0048712;;
-30,1995;0,1;3,5789E-10;0,000000240151;0,24911;0,0991751;2,51182;;
-30,1995;0,125893;0,0000000251535;0,000000328073;0,264216;0,124791;2,11726;;
-30,1995;0,158489;0,0000000333589;0,000000426471;0,279523;0,157022;1,78015;;
-30,1995;0,199526;0,0000000434586;0,000000570917;0,294584;0,19758;1,49096;;
-30,1995;0,251189;7,48499E-10;0,000000762229;0,310188;0,248609;1,2477;;
-30,1995;0,316228;0,000000228046;0,00000100574;0,325398;0,31282;1,04021;;
-30,1995;0,398107;0,0000002538;0,0000013326;0,340886;0,393613;0,866043;;
-30,1995;0,501187;0,00000000413626;0,00000175314;0,356606;0,495269;0,720026;;
-30,1995;0,630957;0,00000000109252;0,00000229151;0,373094;0,623162;0,598711;;
-30,1995;0,794328;0,000000800033;0,00000302165;0,38828;0,784115;0,495182;;
-30,1995;1;0,0000000110211;0,00000396331;0,404196;0,986616;0,409679;;
-30,1995;1,25893;0,0000000375224;0,00000520964;0,420879;1,24138;0,339041;;
-30,1995;1,58489;0,0000000068603;0,00000676212;0,436786;1,56197;0,279638;;
-30,1995;1,99526;0,000000452149;0,00000884363;0,453257;1,96532;0,230628;;
-30,1995;2,51189;0,000000288464;0,000011541;0,470204;2,47278;0,190152;;
-30,1995;3,16228;0,0000000528754;0,0000150547;0,487598;3,11122;0,156722;;
-30,1995;3,98107;0,000000192858;0,0000195143;0,50551;3,91443;0,12914;;
-30,1995;5,01187;0,000000750655;0,0000255346;0,52407;4,9249;0,106412;;
-30,1995;6,30957;0,00000017626;0,0000334128;0,54345;6,19603;0,0877094;;
-30,1995;7,94328;0,000000046051;0,0000437786;0,563862;7,79497;0,0723367;;
-30,1995;10;0,000000332624;0,0000565516;0,585567;9,8061;0,0597145;;
-30,1995;12,5893;0,000000562469;0,0000750089;0,608889;12,3354;0,049361;;
-30,1995;15,8489;0,000000967544;0,0000982465;0,634237;15,5161;0,0408761;;
-30,1995;19,9526;0,00000143398;0,000129339;0,662113;19,5152;0,0339281;;
