"Time / s","GaNFET1_Junction","GaNFET2_Junction","GaNFET3_Junction","GaNFET4_Junction","GaNFET5_Junction","GaNFET6_Junction","GaNFET_Package_temp","MOSFET7_Junction","MOSFET8_Junction","MOSFET7_Package_temp","MOSFET8_Package_temp"
1.300000e+00,9.508325e+01,9.508810e+01,9.511495e+01,9.509901e+01,9.505756e+01,9.505548e+01,9.058956e+01,4.009871e+01,4.042356e+01,3.967232e+01,3.999117e+01
