"Time / s","GaNFET1_Junction","GaNFET2_Junction","GaNFET3_Junction","GaNFET4_Junction","GaNFET5_Junction","GaNFET6_Junction","GaNFET_Package_temp","MOSFET7_Junction","MOSFET8_Junction","MOSFET7_Package_temp","MOSFET8_Package_temp"
1.300000e+00,8.092195e+01,8.093469e+01,8.094823e+01,8.092735e+01,8.090312e+01,8.089336e+01,7.733602e+01,2.851758e+01,2.880175e+01,2.842634e+01,2.870567e+01
