"Time / s","GaNFET1_Junction","GaNFET2_Junction","GaNFET3_Junction","GaNFET4_Junction","GaNFET5_Junction","GaNFET6_Junction","GaNFET_Package_temp","MOSFET7_Junction","MOSFET8_Junction","MOSFET7_Package_temp","MOSFET8_Package_temp"
1.000000e+00,6.718879e+01,6.718220e+01,6.718221e+01,6.715604e+01,6.715286e+01,6.716154e+01,5.763814e+01,4.451851e+01,4.474642e+01,3.726710e+01,3.741025e+01
