"Time / s","GaNFET1_Junction","GaNFET2_Junction","GaNFET3_Junction","GaNFET4_Junction","GaNFET5_Junction","GaNFET6_Junction","GaNFET_Package_temp","MOSFET7_Junction","MOSFET8_Junction","MOSFET7_Package_temp","MOSFET8_Package_temp"
1.000000e+00,6.720903e+01,6.718497e+01,6.720346e+01,6.717434e+01,6.715331e+01,6.717980e+01,5.764862e+01,4.454336e+01,4.477209e+01,3.728232e+01,3.742596e+01
