"Time / s","GaNFET1_Junction","GaNFET2_Junction","GaNFET3_Junction","GaNFET4_Junction","GaNFET5_Junction","GaNFET6_Junction","GaNFET_Package_temp","MOSFET7_Junction","MOSFET8_Junction","MOSFET7_Package_temp","MOSFET8_Package_temp"
1.000000e+00,8.798002e+01,8.797951e+01,8.800052e+01,8.797768e+01,8.794817e+01,8.794925e+01,8.393498e+01,3.303748e+01,3.338526e+01,3.281621e+01,3.315786e+01
