"Time / s","GaNFET 1","GaNFET 2","GaNFET 3","GaNFET 4","GaNFET 5","GaNFET 6","MOSFET 7","MOSFET 8"
0,0,0,0,0,0,0,0,0
0.10000000000000001,28.114118943800655,28.11218046773228,28.116968699945673,30.457012249365249,30.456732613568697,30.453113562121288,25.015556133525791,25.661299752813193
0.20000000000000001,29.925600494643259,29.927872564021694,29.925525138843827,30.334921725140678,30.337530768957841,30.335505541610729,25.079664259489689,26.144481934507485
0.30000000000000004,28.27369597020742,28.275005063113301,28.271612673299774,28.272488388754724,28.275132150414411,28.272742883711846,25.150960663206774,26.195056701744416
0.40000000000000002,28.490228391742384,28.491723793662576,28.490703850448011,28.489678221908918,28.49088974124593,28.489096149003139,25.271252905081958,26.305381078058797
0.5,28.726260765722742,28.728066753015806,28.727236407317786,28.724942636857222,28.725718017045889,28.723764235362818,25.42134074281833,26.44500727726226
0.60000000000000009,28.726871200227659,28.728830784217688,28.72790773994689,28.725764036563305,28.726362557776127,28.724478111533085,25.566811320727155,26.579949890773346
0.70000000000000007,28.72092453324046,28.722911206255301,28.72199066719552,28.719845848236027,28.72049674070615,28.718559287181904,25.710063804365255,26.712921910163089
0.80000000000000004,28.717646542514419,28.719651355317168,28.718740579044461,28.716432334587367,28.717147435882506,28.715186873658418,25.851692999075734,26.844308342869752
0.90000000000000013,28.716907523609628,28.718842497529689,28.717920194714839,28.715789980032813,28.716498291625811,28.714481502809573,25.991896580259546,26.97440250635962
1,28.716879296422537,28.718863685807925,28.717934134336424,28.715573551105589,28.716365470388514,28.714392974104527,26.130718282189317,27.103193783358581
1.1000000000000001,28.717174880509216,28.719114709236592,28.718227903192641,28.715917397582274,28.716778641234278,28.714748683552031,26.268197212145516,27.230782919717193
