"Time / s","GaNFET 1","GaNFET 2","GaNFET 3","GaNFET 4","GaNFET 5","GaNFET 6","MOSFET 7","MOSFET 8"
0,0,0,0,0,0,0,0,0
0.10000000000000001,28.111191619721481,28.109208555300736,28.113992086848402,30.456185847189595,30.456186776971332,30.452432997107675,25.015429853605742,25.661170491974236
0.20000000000000001,29.919170125517191,29.921036479971448,29.918844672927516,30.327617809116596,30.331131695957936,30.328583881222631,25.079545441265985,26.143886711946756
0.30000000000000004,28.494123813111731,28.495521331944673,28.493260075847815,28.490235986031109,28.492425924278812,28.490470050943824,25.173361153145517,26.216111674155524
0.40000000000000002,29.017279609311082,29.01868812934401,29.018078364942184,29.016264838733367,29.016437103994338,29.014824034231616,25.350119311325383,26.381818374554452
0.5,29.066179077419822,29.067829266482338,29.067280185933637,29.065426136252029,29.065844453576606,29.06409559724278,25.525324955560333,26.5463108307708
0.60000000000000009,29.059867002518978,29.061608125037406,29.061007659613466,29.059160756996228,29.059596526750305,29.057875475000408,25.698442137408865,26.708768951651372
0.70000000000000007,29.057718485776068,29.059578399435797,29.059009321583044,29.057085219668892,29.057535851574901,29.055948630332491,25.869939359347509,26.869735762316477
0.80000000000000004,29.057326483473926,29.059155182415573,29.058693958796521,29.056535422460328,29.057087075601039,29.055444670622698,26.039801209834945,27.029103561751175
0.90000000000000013,29.057654252305873,29.059507905009514,29.058871836564009,29.056997612608633,29.057415491518078,29.055778959833937,26.207984925707549,27.186937717545291
1,29.057752293281201,29.059572014410907,29.058902576766798,29.057160380264477,29.057541064056355,29.055861925729996,26.374470923012233,27.343221551138662
1.1000000000000001,29.057872271493785,29.059705038989811,29.059050523233754,29.057332844938685,29.057736483123584,29.056069425567909,26.539304072219359,27.497999760484547
