"Time / s","GaNFET 1","GaNFET 2","GaNFET 3","GaNFET 4","GaNFET 5","GaNFET 6","MOSFET 7","MOSFET 8"
0,0,0,0,0,0,0,0,0
0.10000000000000001,28.122605962141076,28.120439366876994,28.125629550746829,30.461209382534999,30.460802028065839,30.457076807163979,25.01586964327231,25.661553015766238
0.20000000000000001,29.97697715481808,29.978514500628961,29.977515961561551,30.3880179725654,30.390533384814397,30.388181725885001,25.081199609149795,26.146260696799512
0.30000000000000004,28.276038558016712,28.277479712924773,28.275128611830027,28.274999026938996,28.277536826750691,28.275032906584631,25.151076893030424,26.196205645996201
0.40000000000000002,28.016068050220674,28.017849482747923,28.015376753537293,28.012514439931312,28.015370312377769,28.013018905625259,25.220260848154762,26.254753913157682
0.5,28.009825491090652,28.011939236442611,28.009170330406459,28.006790428410159,28.009401012192097,28.007490109195903,25.289882109519759,26.313981814643384
0.60000000000000009,27.992288130666179,27.994036502560071,27.99195326470846,27.990861014327919,27.99387379503186,27.991834344700628,25.356990008185011,26.37166853944392
0.70000000000000007,28.147549993008209,28.149518574099183,28.148093376453701,28.145012113804704,28.146699578712717,28.144777393457282,25.446813285649917,26.451267034886666
0.80000000000000004,28.216782519540551,28.218622277720041,28.217151703308758,28.21631693880612,28.218006340894839,28.215782629371187,25.546095289814783,26.540889831869528
0.90000000000000013,28.219000253880992,28.220735106673029,28.219262815448438,28.218675125731128,28.220311671083433,28.218023965744429,25.643920877271626,26.629257554961725
1,28.218698249851634,28.220412729496946,28.218964538366286,28.218020233608858,28.219702920851937,28.217368140174781,25.740788381741922,26.716649514764008
1.1000000000000001,28.218594438486218,28.220114466667738,28.218746487163315,28.217284971591898,28.219070481851862,28.216524077204198,25.836721934487418,26.803097513642413
