"Time / s","Input_power","Output_power","Losses","Efficency","Caps_losses","FL1_losses","HF1_losses","FL2_losses","HF2_losses","Bulkcap_losses","Inductor","EMI","GaN_total","GaN_switching","GaN_ohmic_total","GaN_ohmich_ON","GaN_Forward_conduction","GaN_Reverse_ON_conduction","GaN_Reverse_OFF_conduction","Si_total","Si_conduction","Si_switching","iTHD_percentage"
1.000000e+00,5.075642e+03,5.052346e+03,4.966781e+01,9.902145e+01,9.424950e+00,1.215214e+00,3.366480e-02,1.213173e+00,5.852028e-02,6.904378e+00,6.066881e+00,1.351211e+00,2.722137e+01,2.081919e+01,6.402175e+00,5.906654e+00,1.856919e+00,4.049735e+00,4.955208e-01,5.603404e+00,5.586624e+00,1.677998e-02,3.354639e+00
