"Time / s","Input_power","Output_power","Losses","Efficency","Caps_losses","FL1_losses","HF1_losses","FL2_losses","HF2_losses","Bulkcap_losses","Inductor","EMI","GaN_total","GaN_switching","GaN_ohmic_total","GaN_ohmich_ON","GaN_Forward_conduction","GaN_Reverse_ON_conduction","GaN_Reverse_OFF_conduction","Si_total","Si_conduction","Si_switching","iTHD_percentage"
1.300000e+00,4.767968e+03,4.751956e+03,4.632073e+01,9.902850e+01,3.063800e+00,1.074357e+00,5.431471e-02,1.070238e+00,5.440319e-02,8.104863e-01,5.543253e+00,1.207584e+00,2.763873e+01,1.991965e+01,7.719082e+00,7.252427e+00,2.272501e+00,4.979926e+00,4.666556e-01,8.867361e+00,8.865670e+00,1.690693e-03,3.508884e+00
