"Time / s","Input_power","Output_power","Losses","Efficency","Caps_losses","FL1_losses","HF1_losses","FL2_losses","HF2_losses","Bulkcap_losses","Inductor","EMI","GaN_total","GaN_switching","GaN_ohmic_total","GaN_ohmich_ON","GaN_Forward_conduction","GaN_Reverse_ON_conduction","GaN_Reverse_OFF_conduction","Si_total","Si_conduction","Si_switching","iTHD_percentage"
1.300000e+00,4.013296e+03,4.001171e+03,3.634699e+01,9.909434e+01,2.373832e+00,7.623450e-01,2.399455e-02,7.584906e-01,2.150477e-02,8.074963e-01,4.395821e+00,8.867239e-01,2.263153e+01,1.762227e+01,5.009266e+00,4.630648e+00,1.449043e+00,3.181605e+00,3.786177e-01,6.059077e+00,6.057180e+00,1.896229e-03,4.342818e+00
