"Time / s","Input_power","Output_power","Losses","Efficency","Caps_losses","FL1_losses","HF1_losses","FL2_losses","HF2_losses","Bulkcap_losses","Inductor","EMI","GaN_total","GaN_switching","GaN_ohmic_total","GaN_ohmich_ON","GaN_Forward_conduction","GaN_Reverse_ON_conduction","GaN_Reverse_OFF_conduction","Si_total","Si_conduction","Si_switching","iTHD_percentage"
1.000000e+00,5.532161e+02,5.500037e+02,9.564738e+00,9.827107e+01,1.379746e+00,2.459175e-02,7.949216e-04,2.145170e-02,7.297851e-04,1.332152e+00,1.849703e+00,1.692710e-01,6.001992e+00,5.862992e+00,1.390000e-01,9.279044e-02,3.154285e-02,6.124758e-02,4.620958e-02,1.640254e-01,1.615449e-01,2.480453e-03,3.242818e+01
