"Time / s","Input_power","Output_power","Losses","Efficency","Caps_losses","FL1_losses","HF1_losses","FL2_losses","HF2_losses","Bulkcap_losses","Inductor","EMI","GaN_total","GaN_switching","GaN_ohmic_total","GaN_ohmich_ON","GaN_Forward_conduction","GaN_Reverse_ON_conduction","GaN_Reverse_OFF_conduction","Si_total","Si_conduction","Si_switching","iTHD_percentage"
1.000000e+00,6.033121e+02,6.000048e+02,1.008890e+01,9.832775e+01,1.455418e+00,2.731998e-02,9.386097e-04,2.416836e-02,8.725893e-04,1.402117e+00,1.857708e+00,1.707381e-01,6.418305e+00,6.262031e+00,1.562741e-01,1.066451e-01,3.599640e-02,7.064869e-02,4.962903e-02,1.867341e-01,1.842614e-01,2.472742e-03,2.985806e+01
