"Time / s","GaNFET 1","GaNFET 2","GaNFET 3","GaNFET 4","GaNFET 5","GaNFET 6","MOSFET 7","MOSFET 8"
1.300000e+00,8.004571e+01,8.003554e+01,8.005904e+01,8.005938e+01,8.003706e+01,8.004678e+01,6.704905e+01,6.790856e+01
