"Time / s","GaNFET 1","GaNFET 2","GaNFET 3","GaNFET 4","GaNFET 5","GaNFET 6","MOSFET 7","MOSFET 8"
1.300000e+00,5.709490e+01,5.708384e+01,5.710156e+01,5.710184e+01,5.708520e+01,5.709598e+01,4.959601e+01,5.047263e+01
