"Time / s","GaNFET 1","GaNFET 2","GaNFET 3","GaNFET 4","GaNFET 5","GaNFET 6","MOSFET 7","MOSFET 8"
1.300000e+00,8.930001e+01,8.929295e+01,8.931639e+01,8.931684e+01,8.929459e+01,8.930118e+01,7.357228e+01,7.445417e+01
