eon;eoff;vds;ids;rds_on
0.000331592165032;4.69200328456e-05;75.9999771118;49.5957565308;0.0159898193862
0.000451785900337;6.18435772718e-05;75.9999847412;62.2680931091;0.0160099503023
0.000617817194723;8.1165873592e-05;75.9999847412;78.1233978271;0.0160366032492
0.000853735892179;0.00010869616014;75.9999923706;97.9289932251;0.0160724960998
0.00118779103049;0.00014538443897;75.9999923706;122.617927551;0.0161220320021
0.00166678994614;0.000197215895828;75.9999923706;153.312164307;0.0161930101331
0.00235793811709;0.000265659707294;75.9999923706;191.337646484;0.0163013039132
0.00335479061164;0.00036282963561;75.9999923706;238.207183838;0.0164885386617
0.00482156525359;0.000502707497522;76.0;295.360198975;0.0169798310675
0.00732874358343;0.000742265910144;76.0;359.486114502;0.0205095331428
0.0109081622939;0.00106640928878;76.0;432.671386719;0.0236529362045
5.85213616414e-07;2.08787977494e-07;100.982978821;0.0999983789076;0.0163905494058
7.32874958935e-07;4.19536510256e-07;100.986480713;0.1258899113;0.0167293225428
9.33303449208e-07;8.39458622062e-07;100.989257812;0.158485416061;0.0156941024096
1.17455025867e-06;1.31774416932e-06;100.991470337;0.199520060913;0.0156481109432
1.47368617614e-06;1.86325438554e-06;100.993225098;0.251178368981;0.0164306146422
1.8467370947e-06;3.26923898685e-06;100.994613647;0.316211998463;0.015917477917
2.35020176717e-06;3.2336333605e-06;100.995720619;0.39808202802;0.0160261277636
2.99852383607e-06;3.36748835972e-06;100.996604919;0.501148227034;0.0156812128023
3.79217788014e-06;3.42616144883e-06;100.997299194;0.630893918131;0.0160925181852
4.76160142787e-06;3.44508368444e-06;100.99785614;0.794228133321;0.0160250740902
6.04403511705e-06;3.4621172525e-06;100.998298645;0.999842276727;0.0159336489669
7.63326649118e-06;3.47406573502e-06;100.998649372;1.25867557526;0.0159209230991
9.83829059328e-06;3.51195879599e-06;100.998920426;1.58449733257;0.0159229938233
1.2416336357e-05;3.66757320714e-06;100.999138797;1.99463486671;0.0159219913876
1.56270798909e-05;3.97016023078e-06;100.999328143;2.51089215279;0.0159225079286
1.96953134924e-05;4.46721908941e-06;100.999460822;3.16070176446;0.0159237806527
2.52884903862e-05;5.28232712621e-06;100.999572754;3.97857437668;0.0159246367502
3.24724840343e-05;6.40020829204e-06;100.999659711;5.00791668691;0.0159181713554
4.13850000704e-05;7.7838286142e-06;100.999732971;6.30330117699;0.015928097416
5.23135024468e-05;9.44487707171e-06;100.999786377;7.93334341049;0.0159298845398
6.81590649375e-05;1.20228601612e-05;100.999832153;9.98425006866;0.0159326261372
8.73892450533e-05;1.49522904234e-05;100.999862671;12.5642967224;0.0159361437955
0.000113106675231;1.88003956943e-05;100.999893188;15.8093862534;0.0159405564736
0.000148571884937;2.41704847003e-05;100.999916077;19.8899669647;0.0159461947665
0.000190670611354;3.03315243394e-05;100.999931335;25.0195960999;0.0159534011622
0.000253296264836;3.92919947929e-05;100.999946594;31.4655170441;0.015962642709
0.000334456484383;5.05737501642e-05;100.999954224;39.5616111755;0.0159745573622
0.000445052596003;6.56085974197e-05;100.999969482;49.7241783142;0.0159900236508
0.000590928288952;8.39419234002e-05;100.999969482;62.4709129333;0.0160102761495
0.000803723138675;0.000110597356152;100.999977112;78.4434432983;0.0160371570454
0.00109777155345;0.000145569216108;100.999984741;98.4335021973;0.016073451014
0.00149696543235;0.000189604612888;100.999984741;123.412254333;0.0161237263916
0.00208899087523;0.000254876532111;100.999992371;154.561141968;0.0161961637673
0.00291775435922;0.000342249012668;100.999992371;193.298919678;0.0163077048139
0.00411328931812;0.000459564472863;100.999992371;241.284790039;0.0165042380116
0.00584424430837;0.000621522277217;100.999992371;300.177215576;0.0170778529646
0.0088703276726;0.000915478843348;100.999992371;367.769561768;0.0209279627009
0.0131929530179;0.00131054412078;101.0;446.634063721;0.0241359058626
7.9381063076e-07;2.70983185772e-07;125.975616455;0.0999987512111;0.015764484079
1.00265346186e-06;4.48845544405e-07;125.980628967;0.125890538096;0.0159057642357
1.26322238484e-06;1.21302394624e-06;125.984611511;0.158486185039;0.0157207545168
1.58383817291e-06;1.77125513794e-06;125.98777771;0.199521084209;0.0162814882398
2.01070942571e-06;1.98958319301e-06;125.990287781;0.251180566646;0.0161079901248
2.51490745444e-06;4.57873662468e-06;125.992286682;0.316215135466;0.015928468806
3.19287833804e-06;4.55110984311e-06;125.993873596;0.398087192848;0.0158809500118
4.04326524642e-06;4.55277003794e-06;125.995132446;0.501155818171;0.0157623406449
5.12059675398e-06;4.62966263227e-06;125.996138541;0.63090702549;0.0159213612624
6.45248567617e-06;4.66613321929e-06;125.99692837;0.79424922051;0.0157805389074
8.21229857783e-06;4.68880910915e-06;125.997565942;0.999873638153;0.0159206055976
1.03550501082e-05;4.70526997041e-06;125.998065487;1.25872496204;0.0159421865284
1.31880759675e-05;4.75210160171e-06;125.998452653;1.58457597934;0.0159142274021
1.65216862299e-05;4.90551924704e-06;125.998779612;1.99475949046;0.0159189366481
2.12397985542e-05;5.42026175933e-06;125.999030028;2.51108932495;0.0159220303174
2.67386794221e-05;6.15390556482e-06;125.999228921;3.16101449093;0.0159229149577
3.37698115566e-05;7.10146856462e-06;125.999384057;3.97906953561;0.0159249526471
4.30638045358e-05;8.60396188804e-06;125.999513321;5.00869941711;0.015925871696
5.46173879396e-05;1.03885988266e-05;125.999610901;6.30454492569;0.0159276841446
7.01169642001e-05;1.27408514101e-05;125.999694824;7.93531322479;0.0159298618759
8.93148740513e-05;1.57910326267e-05;125.999755859;9.9873714447;0.0159326553863
0.000115710294636;1.99976789362e-05;125.999809265;12.5692405701;0.0159361469429
0.000148480220465;2.50440913669e-05;125.999847412;15.8172168732;0.0159405200813
