eon;eoff;vds;ids
0.0174940242534;0.00228309687075;475.99987793;224.251327515
0.0199770607801;0.00254273712455;475.999908447;248.829071045
0.0225340126592;0.00281267929493;475.999908447;273.350463867
0.0252406018989;0.00309130065535;475.999908447;297.793884277
0.0280919316458;0.00338308713985;475.999908447;321.955078125
0.0311449798584;0.00368179051382;475.999938965;345.953308105
0.0343516395334;0.0039901106813;475.999938965;369.855865479
0.0375819686102;0.00430185385004;475.999938965;393.663330078
0.0409981416944;0.00461971014498;475.999938965;417.376251221
0.0444643396194;0.00495849847424;475.999938965;440.995178223
0.0481056293793;0.00526848887424;475.999938965;464.520629883
0.0518254048899;0.00559269408151;475.999938965;487.953155518
5.63961619996e-05;3.48052990186e-05;500.9715271;0.999968210054
0.00160809514335;0.000272542030623;500.998901367;25.9784908295
0.00332525812826;0.000532699017593;500.999450684;50.9171104431
0.00517341150848;0.000795299326425;500.999633789;75.815612793
0.00714624054701;0.00106411704626;500.999725342;100.673698425
0.00922494185575;0.00133253054217;500.999786377;125.490982056
0.0114192187255;0.00160628430888;500.999816895;150.266967773
0.0137256936596;0.00187995215223;500.999847412;175.000900269
0.0161384447343;0.00215540042598;500.999847412;199.691772461
0.0186542860143;0.00243492642548;500.99987793;224.337905884
0.02127898695;0.00271623775725;500.99987793;248.936447144
0.0239979964787;0.00299944829048;500.999908447;273.481323242
0.0268470646988;0.00328661498037;500.999908447;297.951690674
0.0298900470925;0.00360437449456;500.999908447;322.151916504
0.0330870954735;0.00391772771791;500.999908447;346.198425293
0.0364533903878;0.00424642871822;500.999938965;370.153717041
0.0398950767081;0.00457367885824;500.999938965;394.018310547
0.0434595386986;0.00490539900738;500.999938965;417.792724609
0.047151861584;0.00525108407587;500.999938965;441.47744751
0.0509478677074;0.00559246260785;500.999938965;465.072937012
0.0548690061966;0.00593135528395;500.999938965;488.579681396
6.04160216481e-05;3.73531523401e-05;525.96875;0.999969760437
0.00172166366441;0.000291635096257;525.998779297;25.979511261
0.00356529511208;0.00056997274076;525.999389648;50.921043396
0.00551874702036;0.000850513757587;525.999572754;75.8243560791
0.00761968139386;0.00113603861269;525.999694824;100.689155579
0.00983418820927;0.0014231445357;525.999755859;125.515083313
0.0121646286767;0.00171207449318;525.999816895;150.301635742
0.0146104256548;0.00200223402377;525.999816895;175.048126221
0.0171593582003;0.00229485216806;525.999816895;199.753540039
0.0198271887866;0.0025901350848;525.99987793;224.416305542
0.0226070838144;0.00288625696736;525.99987793;249.033691406
0.0254738196069;0.00319454959879;525.99987793;273.599822998
0.0284976332811;0.00349700786646;525.99987793;298.094665527
0.0317058496839;0.00382888371569;525.99987793;322.330474854
0.0351013018503;0.00415971973466;525.999938965;346.420837402
0.0385885939604;0.0045052676404;525.999938965;370.424041748
0.0422298086226;0.00484215720327;525.999938965;394.340545654
0.0459930585019;0.00518515272439;525.999938965;418.170837402
0.0498532635925;0.00555864953447;525.999938965;441.915344238
0.0538325398893;0.00591019348147;525.999938965;465.574523926
0.0579376564801;0.00629404422455;525.999938965;489.148803711
6.46093411822e-05;4.05630402569e-05;550.965942383;0.999971131172
0.0018355094687;0.000311118209866;550.998718262;25.9804401398
0.00378888401377;0.000607538362186;550.999328613;50.924621582
0.00587303257392;0.000905389633882;550.999572754;75.8323059082
0.00809995631301;0.00120811196528;550.999633789;100.703216553
0.0104369369461;0.00150980411965;550.999755859;125.537002563
0.0129201517765;0.00181894878142;550.999755859;150.333175659
0.0154993711827;0.00212833441552;550.999816895;175.091079712
0.0182025643932;0.00243793517547;550.999816895;199.809753418
0.0210379673988;0.002752105646;550.99987793;224.48765564
0.0239556883671;0.00306531826022;550.99987793;249.122177124
0.0269870727974;0.003385719741;550.99987793;273.707702637
0.0301577445251;0.00370415532248;550.99987793;298.224853516
0.0335417809713;0.00405560518984;550.99987793;322.493225098
0.0370822030889;0.00439522948887;550.99987793;346.623535156
0.0407754431045;0.0047635825515;550.999938965;370.670440674
0.0446150558501;0.00512877521501;550.999938965;394.634338379
0.0485638039615;0.00548625705259;550.999938965;418.515655518
0.0525868348128;0.0058584881829;550.999938965;442.314758301
0.0567651604129;0.00624758351384;550.999938965;466.032073975
0.0611138162643;0.00661865567792;550.999938965;489.668060303
6.87587504692e-05;4.34227861364e-05;575.96295166;0.999972343445
0.00195159540454;0.000331503155112;575.998596191;25.9812889099
0.0040230957203;0.000645665403098;575.999267578;50.9278869629
0.00627188792411;0.000963982782243;575.999511719;75.8395690918
0.00858894332838;0.00128252925599;575.999633789;100.716064453
