eon;eoff;vds;ids;rds_on
6,21190692706e-10;6,25082642704e-09;0,10000000149;0,10000000149;0,164985474347
2,54423430863e-10;7,44700241603e-09;0,10000000149;0,125892534852;0,104503276695
2,4061642872e-09;8,91975669327e-09;0,10000000149;0,158489316702;0,16330563367
6,1914438495e-09;1,0485526239e-08;0,10000000149;0,199526235461;0,0953714432696
4,86714836779e-08;1,19350456651e-08;0,10000000149;0,251188635826;0,145988884188
2,95332645776e-08;1,32361443921e-08;0,10000000149;0,316227763891;0,080929179928
5,01428153698e-09;1,43125143038e-08;0,10000000149;0,398107171059;0,0474955521447
9,58025413322e-09;1,53309479462e-08;0,10000000149;0,501187205315;0,128256589174
2,33031354168e-07;1,61921154766e-08;0,10000000149;0,630957365036;0,180927813632
2,45792296454e-08;1,69527238136e-08;0,10000000149;0,794328212738;0,0570228039531
3,80662560801e-08;1,77201297849e-08;0,10000000149;1,0;0,082258103821
6,16212700418e-08;1,87253423526e-08;0,10000000149;1,25892543793;0,0103835313285
9,59279688969e-08;2,01145599306e-08;0,10000000149;1,58489322662;0,0830194663593
1,4131602684e-07;2,34526503334e-08;0,10000000149;1,99526226521;0,0356908516011
2,3242103638e-07;3,39223549587e-08;0,10000000149;2,51188635826;0,0418153112627
3,78923378535e-07;4,98770520269e-08;0,10000000149;3,16227769852;0,0952944121111
5,64974793e-07;7,47575742174e-08;0,10000000149;3,98107171059;0,0114415256233
7,80830398294e-07;1,16591749048e-07;0,10000000149;5,01187229156;0,037742984681
1,37649998942e-06;1,74108736984e-07;0,10000000149;6,30957365036;0,00112377324768
2,16575655929e-06;2,6925127279e-07;0,10000000149;7,94328212738;0,0204359747161
3,39471070108e-06;4,15064107431e-07;0,10000000149;10,0;0,0221703449212
5,2616321028e-06;6,07345513208e-07;0,10000000149;12,5892543793;0,000622720759339
8,2997715166e-06;9,24776907816e-07;0,10000000149;15,8489322662;0,00411248519279
1,30188535602e-05;1,37720965593e-06;0,10000000149;19,9526233673;0,0113873650872
2,01442629809e-05;2,07542348203e-06;0,10000000149;25,1188640594;0,0168182626949
3,07695080075e-05;3,16037990969e-06;0,10000000149;31,6227760315;0,016644683427
4,7400170627e-05;4,74021072633e-06;0,10000000149;39,8107185364;0,0157541466168
6,91046677254e-05;6,86633011927e-06;0,10000000149;50,118724823;0,0159903657661
8,10921978971e-05;8,4952700502e-06;0,10000000149;63,0957336426;0,0160005125358
8,6820039935e-05;9,28737756285e-06;0,10000000149;79,4328231812;0,0160047243584
9,14559193873e-05;9,86347793889e-06;0,10000000149;100,0;0,0160076299362
9,51344761259e-05;1,01159587256e-05;0,10000000149;125,892539978;0,0160099296076
9,82578817653e-05;1,08049253227e-05;0,10000000149;158,489318848;0,0160118405048
0,000100991154332;1,14014919319e-05;0,10000000149;199,526229858;0,0160134715996
0,000103441597664;1,13700441281e-05;0,10000000149;251,188644409;0,0160148914668
0,000105654723141;1,16438037493e-05;0,10000000149;316,227752686;0,0160161477474
0,000107663955301;1,18783499226e-05;0,10000000149;398,107177734;0,0160172741546
0,00010943710656;1,22196808408e-05;0,10000000149;500,0;0,0160182884149
2,89576470254e-09;6,3131667911e-09;0,10964781791;0,10000000149;0,119402871524
2,53679708289e-09;7,49703916444e-09;0,10964781791;0,125892534852;0,0487218936232
8,32471730834e-09;9,04074412972e-09;0,10964781791;0,158489316702;0,158843711256
4,73805023006e-09;1,05467790046e-08;0,10964781791;0,199526235461;0,020657669778
1,38430956662e-08;1,19933977961e-08;0,10964781791;0,251188635826;0,129331610774
