filename;Time / s;Input_power;Output_power;Losses;Efficency;Caps_losses;FL1_losses;HF1_losses;FL2_losses;HF2_losses;Bulkcap_losses;Inductor;EMI;GaN_total;GaN_switching;GaN_ohmic_total;GaN_ohmich_ON;GaN_Forward_conduction;GaN_Reverse_ON_conduction;GaN_Reverse_OFF_conduction;Si_total;Si_conduction;Si_switching;iTHD_percentage
3450;1,300000e+00;3,460447e+03;3,450753e+03;3,035325e+01;9,912285e+01;1,966290e+00;5,691611e-01;1,277891e-02;5,657839e-01;1,293474e-02;8,056314e-01;3,692978e+00;6,872409e-01;1,956784e+01;1,595805e+01;3,609789e+00;3,291784e+00;1,029452e+00;2,262331e+00;3,180057e-01;4,438898e+00;4,436806e+00;2,091912e-03;4,821138e+00
3500;1,300000e+00;3,510686e+03;3,500786e+03;3,114393e+01;9,911288e+01;2,001327e+00;5,855419e-01;1,381337e-02;5,821610e-01;1,402085e-02;8,057896e-01;3,752578e+00;7,040758e-01;1,997603e+01;1,610942e+01;3,866617e+00;3,543234e+00;1,108133e+00;2,435101e+00;3,233835e-01;4,709913e+00;4,707840e+00;2,072710e-03;4,763691e+00
3550;1,300000e+00;3,560930e+03;3,550820e+03;3,163846e+01;9,911151e+01;2,033482e+00;6,019833e-01;1,211328e-02;5,987300e-01;1,470500e-02;8,059499e-01;3,812335e+00;7,210273e-01;2,023416e+01;1,626008e+01;3,974080e+00;3,645260e+00;1,140086e+00;2,505174e+00;3,288198e-01;4,837460e+00;4,835405e+00;2,054844e-03;4,695233e+00
3600;1,300000e+00;3,611177e+03;3,600855e+03;3,214308e+01;9,910990e+01;2,070727e+00;6,188298e-01;1,310952e-02;6,156739e-01;1,700042e-02;8,061127e-01;3,873418e+00;7,384097e-01;2,049403e+01;1,641094e+01;4,083085e+00;3,748809e+00;1,172530e+00;2,576280e+00;3,342754e-01;4,966495e+00;4,964458e+00;2,037083e-03;4,633339e+00
3650;1,300000e+00;3,661427e+03;3,650891e+03;3,265100e+01;9,910824e+01;2,106944e+00;6,359213e-01;1,424019e-02;6,327261e-01;1,777829e-02;8,062777e-01;3,935361e+00;7,558223e-01;2,075577e+01;1,656217e+01;4,193598e+00;3,853847e+00;1,205457e+00;2,648390e+00;3,397510e-01;5,097102e+00;5,095082e+00;2,019733e-03;4,551393e+00
3700;1,300000e+00;3,711683e+03;3,700928e+03;3,316442e+01;9,910649e+01;2,144849e+00;6,533001e-01;1,605929e-02;6,500525e-01;1,899156e-02;8,064449e-01;3,998315e+00;7,737936e-01;2,101799e+01;1,671241e+01;4,305582e+00;3,960333e+00;1,238834e+00;2,721499e+00;3,452486e-01;5,229468e+00;5,227465e+00;2,002362e-03;4,519740e+00
3750;1,300000e+00;3,761941e+03;3,750965e+03;3,367988e+01;9,910472e+01;2,180948e+00;6,708529e-01;1,702092e-02;6,674893e-01;1,897058e-02;8,066144e-01;4,062054e+00;7,917746e-01;2,128139e+01;1,686232e+01;4,419074e+00;4,068308e+00;1,272679e+00;2,795629e+00;3,507658e-01;5,363711e+00;5,361726e+00;1,985174e-03;4,460784e+00
3800;1,300000e+00;3,812204e+03;3,801004e+03;3,420052e+01;9,910287e+01;2,216665e+00;6,885452e-01;1,699470e-02;6,851779e-01;1,916059e-02;8,067861e-01;4,126798e+00;8,102081e-01;2,154733e+01;1,701326e+01;4,534061e+00;4,177758e+00;1,306996e+00;2,870762e+00;3,563028e-01;5,499523e+00;5,497555e+00;1,967729e-03;4,437320e+00
3850;1,300000e+00;3,862471e+03;3,851044e+03;3,473148e+01;9,910080e+01;2,254557e+00;7,066409e-01;1,896452e-02;7,030722e-01;1,891837e-02;8,069602e-01;4,192502e+00;8,289257e-01;2,181847e+01;1,716790e+01;4,650574e+00;4,288717e+00;1,341778e+00;2,946939e+00;3,618576e-01;5,637020e+00;5,635070e+00;1,950644e-03;4,416743e+00
3900;1,300000e+00;3,912742e+03;3,901085e+03;3,526516e+01;9,909871e+01;2,293408e+00;7,249442e-01;2,043204e-02;7,212818e-01;1,961317e-02;8,071366e-01;4,259316e+00;8,479512e-01;2,208843e+01;1,731981e+01;4,768622e+00;4,401194e+00;1,377057e+00;3,024137e+00;3,674276e-01;5,776054e+00;5,774122e+00;1,932767e-03;4,399919e+00
3950;1,300000e+00;3,963017e+03;3,951127e+03;3,580435e+01;9,909654e+01;2,334341e+00;7,435530e-01;2,256017e-02;7,398039e-01;2,110890e-02;8,073152e-01;4,327095e+00;8,672029e-01;2,235895e+01;1,747078e+01;4,888171e+00;4,515157e+00;1,412805e+00;3,102352e+00;3,730142e-01;5,916757e+00;5,914842e+00;1,914792e-03;4,372797e+00
4000;1,300000e+00;4,013296e+03;4,001171e+03;3,634699e+01;9,909434e+01;2,373832e+00;7,623450e-01;2,399455e-02;7,584906e-01;2,150477e-02;8,074963e-01;4,395821e+00;8,867239e-01;2,263153e+01;1,762227e+01;5,009266e+00;4,630648e+00;1,449043e+00;3,181605e+00;3,786177e-01;6,059077e+00;6,057180e+00;1,896229e-03;4,342818e+00
4050;1,300000e+00;4,063579e+03;4,051215e+03;3,735644e+01;9,908070e+01;2,415236e+00;7,813883e-01;2,564231e-02;7,774850e-01;2,304004e-02;8,076796e-01;4,465724e+00;9,065202e-01;2,315543e+01;1,777638e+01;5,379045e+00;4,994439e+00;1,562988e+00;3,431451e+00;3,846052e-01;6,413536e+00;6,411660e+00;1,875595e-03;4,321171e+00
4100;1,300000e+00;4,113866e+03;4,101260e+03;3,791741e+01;9,907830e+01;2,453911e+00;8,005453e-01;2,610480e-02;7,965682e-01;2,282753e-02;8,078650e-01;4,536066e+00;9,265369e-01;2,343941e+01;1,793011e+01;5,509302e+00;5,119022e+00;1,602092e+00;3,516930e+00;3,902800e-01;6,561484e+00;6,559627e+00;1,856701e-03;4,307774e+00
4150;1,300000e+00;4,164158e+03;4,151307e+03;3,848396e+01;9,907583e+01;2,493456e+00;8,197123e-01;2,394565e-02;8,161291e-01;2,561586e-02;8,080526e-01;4,607811e+00;9,468649e-01;2,372494e+01;1,808380e+01;5,641144e+00;5,245171e+00;1,641700e+00;3,603471e+00;3,959725e-01;6,710884e+00;6,709045e+00;1,838896e-03;4,290160e+00
4200;1,300000e+00;4,214453e+03;4,201354e+03;3,905635e+01;9,907328e+01;2,535200e+00;8,393248e-01;2,423973e-02;8,358367e-01;2,755650e-02;8,082425e-01;4,680153e+00;9,674962e-01;2,401167e+01;1,823702e+01;5,774648e+00;5,372966e+00;1,681838e+00;3,691128e+00;4,016814e-01;6,861829e+00;6,860006e+00;1,823036e-03;4,257105e+00
4250;1,300000e+00;4,264752e+03;4,251403e+03;3,963332e+01;9,907068e+01;2,576784e+00;8,593145e-01;2,569836e-02;8,556641e-01;2,767176e-02;8,084349e-01;4,753562e+00;9,879679e-01;2,430117e+01;1,839140e+01;5,909768e+00;5,502361e+00;1,722496e+00;3,779865e+00;4,074069e-01;7,013839e+00;7,012029e+00;1,809468e-03;4,180720e+00
4300;1,300000e+00;4,315054e+03;4,301453e+03;4,020970e+01;9,906815e+01;2,615422e+00;8,793533e-01;2,499761e-02;8,756444e-01;2,679645e-02;8,086296e-01;4,827647e+00;1,008581e+00;2,459098e+01;1,854448e+01;6,046497e+00;5,633348e+00;1,763670e+00;3,869677e+00;4,131494e-01;7,167077e+00;7,165265e+00;1,812725e-03;4,096085e+00
4350;1,300000e+00;4,365361e+03;4,351504e+03;4,079041e+01;9,906559e+01;2,654896e+00;8,996105e-01;2,426113e-02;8,959069e-01;2,629036e-02;8,088266e-01;4,902817e+00;1,029261e+00;2,488202e+01;1,869713e+01;6,184886e+00;5,765974e+00;1,805414e+00;3,960561e+00;4,189118e-01;7,321422e+00;7,319619e+00;1,802479e-03;3,971698e+00
4400;1,300000e+00;4,415672e+03;4,401556e+03;4,137508e+01;9,906299e+01;2,694573e+00;9,200163e-01;2,218338e-02;9,164814e-01;2,686623e-02;8,090258e-01;4,978959e+00;1,050434e+00;2,517444e+01;1,884964e+01;6,324798e+00;5,900103e+00;1,847577e+00;4,052526e+00;4,246949e-01;7,476670e+00;7,474865e+00;1,805296e-03;3,905736e+00
4450;1,300000e+00;4,465988e+03;4,451609e+03;4,197852e+01;9,906004e+01;2,748091e+00;9,416791e-01;3,130298e-02;9,374117e-01;2,846960e-02;8,092277e-01;5,056530e+00;1,072100e+00;2,546860e+01;1,900225e+01;6,466350e+00;6,035852e+00;1,890263e+00;4,145589e+00;4,304987e-01;7,633199e+00;7,631412e+00;1,787306e-03;3,840576e+00
4500;1,300000e+00;4,516307e+03;4,501664e+03;4,258700e+01;9,905704e+01;2,803027e+00;9,637609e-01;4,009346e-02;9,586800e-01;3,106088e-02;8,094320e-01;5,135469e+00;1,094086e+00;2,576352e+01;1,915401e+01;6,609509e+00;6,173186e+00;1,933448e+00;4,239738e+00;4,363228e-01;7,790898e+00;7,789121e+00;1,777421e-03;3,774450e+00
4550;1,300000e+00;4,566631e+03;4,551720e+03;4,378271e+01;9,904125e+01;2,838297e+00;9,848906e-01;3,897422e-02;9,794167e-01;2,537749e-02;8,096381e-01;5,214047e+00;1,115920e+00;2,640161e+01;1,930969e+01;7,091919e+00;6,648982e+00;2,082659e+00;4,566323e+00;4,429370e-01;8,212837e+00;8,211083e+00;1,753443e-03;3,707665e+00
4600;1,300000e+00;4,616959e+03;4,601777e+03;4,441406e+01;9,903802e+01;2,896336e+00;1,006821e+00;4,227681e-02;1,001897e+00;3,549474e-02;8,098467e-01;5,294982e+00;1,138496e+00;2,670919e+01;1,946303e+01;7,246162e+00;6,797324e+00;2,129323e+00;4,668002e+00;4,488378e-01;8,375059e+00;8,373326e+00;1,732525e-03;3,649205e+00
4650;1,300000e+00;4,667291e+03;4,651835e+03;4,504260e+01;9,903493e+01;2,949154e+00;1,028981e+00;4,556659e-02;1,024183e+00;4,036572e-02;8,100576e-01;5,376503e+00;1,161236e+00;2,701750e+01;1,961544e+01;7,402060e+00;6,947302e+00;2,176499e+00;4,770804e+00;4,547571e-01;8,538207e+00;8,536479e+00;1,727780e-03;3,604079e+00
4700;1,300000e+00;4,717628e+03;4,701895e+03;4,568085e+01;9,903170e+01;3,007374e+00;1,051522e+00;4,962125e-02;1,047235e+00;4,872505e-02;8,102708e-01;5,459477e+00;1,184351e+00;2,732729e+01;1,976758e+01;7,559718e+00;7,099022e+00;2,224231e+00;4,874791e+00;4,606963e-01;8,702356e+00;8,700647e+00;1,709045e-03;3,558432e+00
4750;1,300000e+00;4,767968e+03;4,751956e+03;4,632073e+01;9,902850e+01;3,063800e+00;1,074357e+00;5,431471e-02;1,070238e+00;5,440319e-02;8,104863e-01;5,543253e+00;1,207584e+00;2,763873e+01;1,991965e+01;7,719082e+00;7,252427e+00;2,272501e+00;4,979926e+00;4,666556e-01;8,867361e+00;8,865670e+00;1,690693e-03;3,508884e+00
4800;1,300000e+00;4,818313e+03;4,802018e+03;4,695588e+01;9,902547e+01;3,112330e+00;1,097034e+00;5,620064e-02;1,092803e+00;5,558709e-02;8,107041e-01;5,627304e+00;1,230892e+00;2,795215e+01;2,007199e+01;7,880157e+00;7,407522e+00;2,321315e+00;5,086207e+00;4,726354e-01;9,033211e+00;9,031523e+00;1,687729e-03;3,458323e+00
4850;1,300000e+00;4,868662e+03;4,852081e+03;4,759620e+01;9,902240e+01;3,161885e+00;1,119907e+00;5,774725e-02;1,115704e+00;5,760272e-02;8,109239e-01;5,712259e+00;1,254536e+00;2,826766e+01;2,022474e+01;8,042918e+00;7,564282e+00;2,370653e+00;5,193629e+00;4,786357e-01;9,199859e+00;9,198188e+00;1,670521e-03;3,425960e+00
4900;1,300000e+00;4,919016e+03;4,902146e+03;4,824142e+01;9,901929e+01;3,211983e+00;1,143068e+00;5,978401e-02;1,138787e+00;5,919713e-02;8,111460e-01;5,798013e+00;1,278619e+00;2,858557e+01;2,037820e+01;8,207372e+00;7,722715e+00;2,420514e+00;5,302201e+00;4,846567e-01;9,367234e+00;9,365581e+00;1,652584e-03;3,426254e+00
4950;1,300000e+00;4,969374e+03;4,952212e+03;4,889077e+01;9,901616e+01;3,262810e+00;1,166483e+00;6,194861e-02;1,162114e+00;6,089364e-02;8,113704e-01;5,884808e+00;1,303096e+00;2,890475e+01;2,053122e+01;8,373532e+00;7,882833e+00;2,470915e+00;5,411918e+00;4,906986e-01;9,535300e+00;9,533651e+00;1,649608e-03;3,447896e+00
5000;1,300000e+00;5,019736e+03;5,002279e+03;4,954453e+01;9,901301e+01;3,314894e+00;1,190130e+00;6,399413e-02;1,185790e+00;6,338288e-02;8,115971e-01;5,972658e+00;1,327525e+00;2,922548e+01;2,068404e+01;8,541444e+00;8,044682e+00;2,521881e+00;5,522801e+00;4,967616e-01;9,703974e+00;9,702342e+00;1,631897e-03;3,422237e+00
5050;1,300000e+00;5,070103e+03;5,052348e+03;5,019989e+01;9,900988e+01;3,365118e+00;1,213879e+00;6,500500e-02;1,209564e+00;6,484318e-02;8,118261e-01;6,061198e+00;1,352302e+00;2,954797e+01;2,083689e+01;8,711075e+00;8,208229e+00;2,573390e+00;5,634839e+00;5,028459e-01;9,873303e+00;9,871690e+00;1,612938e-03;3,406891e+00
