"Time / s","Input_power","Output_power","Losses","Efficency","Caps_losses","FL1_losses","HF1_losses","FL2_losses","HF2_losses","Bulkcap_losses","Inductor","EMI","GaN_total","GaN_switching","GaN_ohmic_total","GaN_ohmich_ON","GaN_Forward_conduction","GaN_Reverse_ON_conduction","GaN_Reverse_OFF_conduction","Si_total","Si_conduction","Si_switching","iTHD_percentage"
1.000000e+00,4.924232e+03,4.902144e+03,4.765247e+01,9.903229e+01,8.916902e+00,1.144100e+00,2.898934e-02,1.141997e+00,5.338306e-02,6.548433e+00,5.802827e+00,1.277783e+00,2.639760e+01,2.036084e+01,6.036759e+00,5.558515e+00,1.746855e+00,3.811660e+00,4.782441e-01,5.257357e+00,5.240572e+00,1.678439e-02,3.461737e+00
