"Time / s","Input_power","Output_power","Losses","Efficency","Caps_losses","FL1_losses","HF1_losses","FL2_losses","HF2_losses","Bulkcap_losses","Inductor","EMI","GaN_total","GaN_switching","GaN_ohmic_total","GaN_ohmich_ON","GaN_Forward_conduction","GaN_Reverse_ON_conduction","GaN_Reverse_OFF_conduction","Si_total","Si_conduction","Si_switching","iTHD_percentage"
1.000000e+00,3.513357e+03,3.500786e+03,3.125254e+01,9.911047e+01,4.958806e+00,5.878791e-01,2.210827e-02,5.843778e-01,2.340697e-02,3.741033e+00,3.757159e+00,7.023948e-01,1.921426e+01,1.606112e+01,3.153136e+00,2.829424e+00,8.865556e-01,1.942869e+00,3.237119e-01,2.619916e+00,2.603100e+00,1.681538e-02,4.656809e+00
