"Time / s","Input_power","Output_power","Losses","Efficency","Caps_losses","FL1_losses","HF1_losses","FL2_losses","HF2_losses","Bulkcap_losses","GaN_total_losses","GaN_switching_losses","GaN_ohmic_losses","L_losses","iTHD","Load_average1:16","Load_average1:17","Load_average1:18"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10000000000000001,688.78531704306079,814.70897856846318,4578.5920786527804,-274428665977458.28,4571.7989475989762,0.27389143731111365,0.014070056609393252,0.27056760827033588,0.014118482288899101,4571.402358298963,4.2983946410261948,3.6215624981194909,0.67683214289839555,1.2260424720802332,2.76095748478201,1.2681626956816185,0.00053124649339840696,1.2686939421726429
0.20000000000000001,1049.2244078421011,952.76380491971736,10.58015651365084,98.925460063668666,0.93428795792892461,0.062395317031554098,0.0021821138955059292,0.059713611712460347,0.0022554293934579435,0.80702209608545483,8.0102006680116897,7.6941770373027811,0.31602363069827,1.1348440161904905,0.30135040705185384,0.50029455337591766,0.00052931814378421075,0.50082387151965835
0.30000000000000004,981.34778206377769,948.84426631589838,10.450244421441598,98.929634705233454,0.90803450276484243,0.054676291762111223,0.001758694822578039,0.052076885153397971,0.0018855317053351121,0.80120310178189302,8.0298942014658916,7.7624853040934561,0.26740889738945278,1.1166655011935231,0.28718039890094216,0.3947885012752495,0.00086171473261786543,0.39565021600730665
0.40000000000000002,958.85134271976665,949.20925389419415,10.385678286726709,98.916457008529903,0.90557907135085947,0.053042813494803748,0.0017666325027891315,0.050257596529788409,0.0018004969687209931,0.80038310808316304,7.9799626921428217,7.7228735398268471,0.25708915231915153,1.1172453104660136,0.29116215297018339,0.38267179122006728,0.0002194215455139241,0.38289121276586024
0.5,953.37831836055852,949.71361800085685,10.376207037217059,98.911593943541988,0.90574235203856668,0.052529615061278206,0.0017426769104529666,0.049763155877881098,0.0017838978063409801,0.80045221038851433,7.9692267324697807,7.7142862718799039,0.25494046058295788,1.1177910772699604,0.29146479357600158,0.38315983649254387,0.00028703895275382292,0.38344687544598971
0.60000000000000009,952.55922758712825,949.93371288019671,10.377268395849812,98.910585558865705,0.90600230633318513,0.05241040786177905,0.0017415269993179172,0.049646829816119988,0.0017676929707704919,0.80055531293751625,7.9685692585120167,7.7137481210206325,0.25482113750246932,1.118115699304375,0.29130039791636159,0.38430311663344696,0.000278015055982229,0.38458113168956931
0.70000000000000007,952.61753603221052,950.00068915612769,10.378751044943632,98.910501298132374,0.90612041276688793,0.052397587340273999,0.0017357993717760909,0.049632338211586947,0.0017680092376904843,0.80060093124019371,7.9693194269641507,7.7142526102363069,0.25506681675548787,1.1182224777674032,0.29118790902170349,0.3848112874785477,0.00027743994788993124,0.38508872742699124
0.80000000000000004,952.71692269578875,950.01538838781846,10.379549315500585,98.910531617742492,0.90616315373015632,0.052413116834901921,0.0017393925427456412,0.04962359722410116,0.0017718135103831224,0.80061491452157529,7.9698942020214947,7.7145786407646089,0.2553155612341465,1.1182509686121267,0.29113375254279827,0.38496340673582491,0.00027758440489885771,0.38524099114049487
0.90000000000000013,952.76172480380365,950.01701680955057,10.379953453626788,98.910540462722921,0.90617317279781406,0.052413760497970495,0.0017401720901216824,0.049625416465894946,0.001771890410777602,0.80061802437486573,7.9702496489654111,7.7147218456931839,0.25552780325961238,1.1182564720774131,0.29111567875773592,0.38499646143586708,0.00027769834597149391,0.38527415978192037
1,952.77566014407864,950.0165739576031,10.380202040061214,98.91053030843112,0.90617044899420185,0.052412562587465572,0.0017401279607347747,0.049626092054485628,0.0017719208667339613,0.80061837539651348,7.9704994482335483,7.7147850255882044,0.25571442263062782,1.1182561506869757,0.29110493575652052,0.3849982489462429,0.00027774320153572366,0.38527599214724345
1.1000000000000001,952.7788051632964,950.01621272198076,10.380405062261932,98.910512598229261,0.9061675942105043,0.052411088909543276,0.001740097444218879,0.049625778167945257,0.0017718913659003129,0.80061828800065793,7.9707074684718302,7.7148224993995296,0.25588496908867592,1.1182555349936845,0.29110188643202128,0.38499670858115437,0.00027775599582784269,0.38527446457566328
1.2000000000000002,952.77918763623586,950.0160696360889,10.380590381664861,98.910493585095381,0.90616515096478178,0.05240937528205683,0.0017400581846009784,0.049625224069732507,0.0017718527365698468,0.80061821260493748,7.9708967288929733,7.7148531670667246,0.25604356183442573,1.1182552514244382,0.29110041394143438,0.38499549178236725,0.00027775857712650129,0.38527325035914983
1.3,952.77910993748401,950.01602889267281,10.380765104572033,98.91047515837694,0.90616369555078369,0.052408106662860429,0.0017400634396163347,0.049625135176264615,0.0017718577727770894,0.80061818312554622,7.9710732708838679,7.7148813965745031,0.25619187429161278,1.1182551985916136,0.29110081299761487,0.38499518073154465,0.00027775882725021854,0.38527293955870162
1.4000000000000001,952.77903827794717,950.01602073201161,10.380928712155699,98.910457904416162,0.9061621857897908,0.052406784230949646,0.0017400647245378684,0.04962499019062043,0.001771858989002632,0.80061817464024143,7.9712385090603641,7.7149079564646099,0.25633055258140663,1.1182551857084433,0.29110086630330112,0.38499507284125334,0.00027775877364003389,0.38527283161601228
1.5000000000000002,952.77900903634986,950.01602013291631,10.381081844687609,98.910441799133977,0.90616068113798476,0.052405450072863,0.0017400649336442402,0.049624832440607003,0.0017718591820156666,0.80061817291715975,7.9713931739961783,7.7149329137005136,0.25646026028254443,1.1182551841807746,0.29110086241590283,0.38499504661348288,0.00027775877190173228,0.38527280538608671
1.6000000000000001,952.77900052234861,950.01602053185456,10.381225044278164,98.91042675960415,0.90615918316405375,0.052404114587085666,0.0017400649297384051,0.049624672734914027,0.0017718591767387428,0.80061817277902347,7.9715378746966552,7.7149562992018854,0.25658157551190502,1.1182551846512685,0.2911008566617212,0.384995042935872,0.00027775881383248769,0.38527280174971096
1.7000000000000002,952.77899875969945,950.01602078192968,10.381358895350633,98.910412709006195,0.90615768836363464,0.052402779755751194,0.0017400649105869164,0.049624513134310134,0.0017718591575777124,0.80061817285808357,7.9716732192052584,7.7149781821247254,0.25669503707195546,1.1182551855836675,0.29110085414157971,0.38499504331754159,0.00027775887780427227,0.38527280219476739
1.8000000000000003,952.77899860482603,950.0160208727068,10.381483984591039,98.910399580028226,0.90615619496624911,0.052401445709698118,0.0017400649013610151,0.049624353808566675,0.0017718591489961355,0.80061817290907533,7.9717998009316293,7.7149986493423466,0.25680115157290839,1.1182551858324949,0.291100853649637,0.38499504390525169,0.00027775895258191457,0.38527280285836357
1.9000000000000001,952.77899867941187,950.01602089758899,10.381600875951809,98.910387311517681,0.90615470237789764,0.052400112345495825,0.0017400648985389784,0.0496241946377729,0.0017718591459889802,0.80061817292804238,7.9719181839135471,7.715017789712185,0.25690039417069943,1.1182551864177201,0.29110085390556412,0.3849950442278437,0.00027775902717977398,0.385272803254056
2,952.77899872778983,950.01602090168683,10.381710100162806,98.910375847940387,0.90615321044878294,0.05239877959282703,0.0017400648987562065,0.049624035562739664,0.0017718591462588336,0.80061817293281723,7.972028899424437,7.71503568968346,0.256993209740143,1.1182551867947288,0.29110085441267181,0.38499504439343535,0.00027775909689675221,0.38527280349059201
