W;Time / s;Input_power;Output_power;Losses;Efficency;Caps_losses;FL1_losses;HF1_losses;FL2_losses;HF2_losses;Bulkcap_losses;GaN_total_losses;GaN_switching_losses;GaN_ohmic_losses;L_losses;iTHD;Load_average1:16;Load_average1:17;Load_average1:18
650;2;652,5829240891951;650,00514030744284;8,4982984723304913;98,697744279552111;0,85917258923115614;0,029943003940434372;0,00086852118061099483;0,027111553300088551;0,00084903588453860484;0,80040016877640063;6,3534157981570649;6,2064958285365499;0,14691996960245457;1,0875064550979505;0,42755078617578585;0,19697054322766269;0,0012330866490153007;0,19820362987621273
700;2;702,61057955869785;700,00643494673534;9,0072691308677211;98,718028253348479;0,86555804158284733;0,032966677351137869;0,00099321192451195324;0,030188372581102799;0,00097986263372340466;0,80042961264985746;6,8254084826339394;6,662796211799753;0,16261227083245394;1,0920565853977156;0,39375303699222391;0,22296677800648151;0,0012792432413804419;0,22424602124828014
750;2;752,64030650955556;750,00792153927512;9,4207675143639289;98,748304147297759;0,87263794176123599;0,036356892815391624;0,0011328239482388241;0,033560790036194374;0,0011240367367917063;0,80046309478565913;7,1985046463687485;7,0189617994695537;0,17954284689841943;1,09698364130279;0,36803872414281835;0,25150442499739467;0,0011368599413807553;0,25264128493876425
800;2;802,67220893963895;800,00961021938861;9,752012975886851;98,785056607707574;0,88023795361958901;0,039989247884101103;0,0012543918200296654;0,03720799018354367;0,0012874701296164014;0,80049855158445382;7,4870826248015048;7,2896641783348208;0,19741844645498235;1,1019447480940452;0,34507673282711576;0,28191861729959977;0,00082903209574888761;0,28274764939481989
850;2;852,70591033225594;850,01151177451288;9,9934196245258882;98,828034438283453;0,88837530782197527;0,043879307536120196;0,001405303903460108;0,04112251446051271;0,0014316935096969016;0,80053618761699707;7,6832130117412234;7,4669025826509348;0,21631042908488629;1,1070245797266229;0,32516494322186729;0,31435483409733517;0,00045189114325116001;0,31480672524044256
900;2;902,74148516428477;900,01364290018341;10,203775828648412;98,869690162284982;0,89702076006549425;0,048015539954655712;0,0015610475542180324;0,045272322638605075;0,0015954118427230427;0,8005761633932863;7,8453060004615836;7,6091407241078679;0,23616527637208001;1,1124900031245111;0,30724570933089651;0,3487067196096158;0,00025234536745119372;0,34895906497695223
950;2;952,77899872778983;950,01602090168683;10,381710100162806;98,910375847940387;0,90615321044878294;0,05239877959282703;0,0017400648987562065;0,049624035562739664;0,0017718591462588336;0,80061817293281723;7,972028899424437;7,71503568968346;0,256993209740143;1,1182551867947288;0,29110085441267181;0,38499504439343535;0,00027775909689675221;0,38527280349059201
1000;2;1002,8184742636648;1000,0186605508731;10,562751905480029;98,946693528296706;0,91573349284648253;0,056972502950372317;0,0019151414327479455;0,054224382448664669;0,0019586822658060775;0,80066248627190584;8,0990429044658754;7,8202457394316358;0,27879716502050722;1,1244146803316559;0,27660487494681152;0,42325073957856008;0,00031008826092201059;0,42356082783880511
1050;2;1052,8599456078477;1050,0215755407748;10,747410856946212;98,979217426934099;0,92592838773768371;0,061886153357334273;0,0021279863883044733;0,059004671162105983;0,0022002689229121005;0,80070901145120343;8,2266916608627074;7,9251794919328216;0,30151216895004707;1,131045017368042;0,26337139672493559;0,46343948173383948;0,00030630924396860936;0,46374579097691926
1100;2;1102,9034034157326;1100,0247794784045;10,934774952955975;99,008546450908113;0,9364905546293889;0,066906090727921613;0,0023155234600672255;0,064102320294721279;0,0024083179219039005;0,80075800633330163;8,3543692770755875;8,0291945016773116;0,32517477537559303;1,1380288431491103;0,25144104685515795;0,50561228154059912;0,00027399658004432256;0,50588627812030051
1150;2;1152,9488891509338;1150,0282859275239;11,12536763599198;99,035051100546383;0,9475683045010781;0,072198819692926325;0,0025365619029616318;0,069396934721085837;0,002626540399604763;0,80080915198165215;8,4823406054677672;8,1325684857034322;0,34977211977572237;1,1454276534443193;0,24066434220094934;0,54977443971135653;0,00025663287947537557;0,55003107259103801
1200;2;1202,9964041071999;1200,0321083891542;11,319297719765022;99,0590746852602;0,95916154573780965;0,077694196896247625;0,0027531511175749698;0,074937437851197317;0,0029139065565724482;0,80086255846576249;8,6107342149317834;8,2354543066553578;0,37527990828545116;1,1531988105077642;0,2305722393185205;0,59584135347959988;0,00036179507894951179;0,59620314855901868
1250;2;1253,0459469981658;1250,0362603828899;11,515696188843307;99,080983726170842;0,97113018058181133;0,083468804569846608;0,0029918099801436106;0,080653999741103877;0,0030971665839791725;0,80091810533421992;8,7389175148621643;8,3372171562290234;0,40170035862047182;1,1613258722069533;0,22140849427387355;0,64390178382921726;0,00042083737452976589;0,64432262120350925
1300;2;1303,0974814360302;1300,0407555105933;11,715217068071967;99,10097155305337;0,98375906159077853;0,089432922834074627;0,0032796078934218651;0,086657302367777675;0,00341292223091446;0,80097601224813364;8,8675007814886797;8,4384671773176301;0,42903360415840669;1,1697782668534964;0,21288875272180097;0,69390577237562012;0,00027318575125682406;0,69417895812822406
1350;2;1353,1511124875583;1350,0456074325659;11,91933315753662;99,119142494217982;0,99675524265847892;0,095641810567187568;0,0035101165062472505;0,092862014253530384;0,0037048679686985703;0,80103613967765164;8,9979688532104465;8,5406915271439221;0,45727732607812349;1,1784812151175028;0,20484827766612468;0,74582629470518169;0,00030155182942712979;0,74612784653387121
1400;2;1403,2068100556251;1400,0508299375742;12,127296181532223;99,135744205685882;1,010178995339696;0,10208630968269507;0,0037750285476534362;0,099295386801179511;0,0039233481086967453;0,8010986288045997;9,1296158886762182;8,6431601444066963;0,48645574425338362;1,1877101582175631;0,19736899407459668;0,79970409072764392;8,704858432722354e-05;0,79979113930913559
1450;2;1453,2646010856513;1450,0564369327544;12,339135303942369;99,150936775289679;1,0242596299229547;0,10875810912621919;0,0040599811300580727;0,105975766161268;0,0043022264632832374;0,80116325390736498;9,2617460312199924;8,745169393341051;0,51657663786671815;1,1974991563245379;0,19043137401064908;0,85555153045745491;7,8956014078466983e-05;0,85563048647257367
1500;2;1503,3244973839364;1500,0624423588058;12,554067100492148;99,164913024508692;1,0386777873547961;0,11566229160531249;0,0043205835804489123;0,11286844589874545;0,0045960322701512363;0,80123014165782136;9,3942204116788695;8,8465900983916281;0,54763031330271295;1,2077313793687483;0,18394970986116679;0,91335856919315694;7,8952865022552352e-05;0,91343752205798678
